rx,tx
19.204,0.530
18.784,0.639
18.935,0.637
18.945,0.639
18.916,0.533
18.911,0.544
18.912,0.578
18.388,0.528
18.115,0.555
18.969,0.561
18.908,0.560
18.938,0.567
18.992,0.568
18.994,0.654
18.973,0.767
18.388,0.670
18.940,0.681
18.874,0.670
18.907,0.674
18.929,0.676
18.884,0.775
18.887,0.680
17.708,0.660
16.388,0.670
16.399,0.658
16.341,0.556
16.462,0.566
16.429,0.571
16.465,0.560
16.328,0.562
16.333,0.567
16.364,0.552
18.207,0.553
19.029,0.558
19.020,0.564
19.003,0.555
18.659,0.573
19.338,0.546
19.116,0.681
19.317,0.624
19.079,0.635
18.664,0.670
19.033,0.645
18.853,0.708
19.132,0.729
19.128,0.652
18.795,0.677
18.841,0.678
18.841,0.690
18.793,0.754
18.805,0.678
17.827,0.627
16.817,0.564
17.687,0.554
18.814,0.556
16.751,0.550
16.390,0.472
16.505,0.564
16.607,0.593
16.558,0.544
16.501,0.538
16.433,0.577
17.475,0.531
19.093,0.566
19.521,0.532
19.553,0.585
19.081,0.665
19.551,0.629
18.725,0.672
18.773,0.782
18.907,0.676
18.920,0.696
18.915,0.681
18.905,0.681
19.010,0.681
19.047,0.775
19.013,0.684
18.993,0.731
19.016,0.725
18.856,0.600
19.103,0.586
19.123,0.582
19.095,0.600
19.137,0.618
17.311,0.587
18.919,0.589
17.680,0.621
16.341,0.597
18.935,0.588
18.979,0.600
19.043,0.586
18.988,0.478
19.006,0.585
19.016,0.626
19.035,0.795
19.051,0.691
18.323,0.707
19.026,0.688
19.219,0.692
16.417,0.807
16.476,0.716
16.493,0.695
16.490,0.702
16.495,0.724
18.045,0.734
18.999,0.578
19.002,0.593
18.985,0.535
19.034,0.621
19.114,0.584
19.250,0.573
19.159,0.593
19.266,0.582
19.163,0.478
19.308,0.593
19.323,0.557
18.876,0.589
19.215,0.625
19.253,0.620
18.954,0.763
17.854,0.670
16.883,0.674
18.846,0.725
19.175,0.665
18.819,0.693
19.142,0.717
19.208,0.676
18.910,0.706
18.936,0.702
19.423,0.706
18.995,0.648
18.545,0.652
17.203,0.580
16.584,0.573
18.502,0.588
19.012,0.590
18.274,0.604
16.338,0.573
16.278,0.575
16.365,0.590
16.287,0.592
16.226,0.471
16.214,0.575
16.282,0.607
18.424,0.685
19.091,0.676
18.979,0.841
19.006,0.712
19.059,0.706
19.190,0.716
19.167,0.716
19.176,0.723
19.163,0.735
19.188,0.771
19.074,0.778
19.134,0.698
19.151,0.712
19.151,0.698
19.174,0.581
19.193,0.595
19.827,0.584
19.426,0.584
19.204,0.581
19.048,0.590
18.883,0.577
16.426,0.579
16.325,0.584
16.304,0.586
16.858,0.454
16.334,0.595
18.671,0.570
19.387,0.574
19.058,0.670
19.330,0.635
19.957,0.670
16.372,0.716
18.667,0.784
19.415,0.716
19.157,0.682
19.222,0.678
18.830,0.832
19.229,0.668
19.201,0.673
18.953,0.698
18.843,0.777
18.997,0.557
18.996,0.527
18.997,0.568
19.067,0.568
19.053,0.577
19.039,0.629
19.042,0.564
19.066,0.577
19.190,0.584
19.435,0.577
19.448,0.574
19.264,0.606
19.085,0.579
19.190,0.640
19.012,0.685
19.719,0.731
19.331,0.599
19.114,0.585
16.357,0.581
16.423,0.578
16.309,0.614
16.319,0.636
17.927,0.573
18.996,0.564
19.922,0.587
19.373,0.454
18.964,0.586
19.324,0.573
19.470,0.548
19.068,0.609
19.043,0.691
19.037,0.811
17.743,0.725
18.916,0.713
18.906,0.705
18.945,0.687
18.978,0.588
18.977,0.600
18.987,0.595
18.977,0.590
18.730,0.592
19.121,0.610
19.154,0.473
18.857,0.611
18.989,0.621
19.000,0.578
17.350,0.575
16.709,0.575
18.929,0.595
18.631,0.656
18.508,0.674
19.778,0.685
18.908,0.853
18.977,0.702
19.020,0.438
18.923,0.695
18.993,0.698
18.927,0.813
18.907,0.709
18.894,0.713
18.880,0.712
18.611,0.637
18.915,0.594
16.365,0.588
16.315,0.586
16.345,0.600
16.321,0.584
17.548,0.588
18.893,0.623
18.798,0.579
18.830,0.579
18.592,0.585
18.805,0.612
18.989,0.585
17.697,0.582
16.401,0.602
16.518,0.793
16.427,0.672
17.854,0.694
18.946,0.706
18.907,0.703
18.906,0.767
18.922,0.811
18.832,0.703
18.913,0.702
18.878,0.702
18.914,0.626
18.865,0.582
19.397,0.579
19.059,0.593
18.915,0.629
18.982,0.585
18.968,0.589
18.979,0.584
18.897,0.593
19.071,0.614
19.136,0.611
18.934,0.531
18.860,0.606
18.881,0.577
18.929,0.670
18.969,0.683
18.982,0.798
19.210,0.672
18.890,0.716
19.247,0.686
18.730,0.723
18.726,0.731
19.149,0.563
18.969,0.824
18.655,0.706
19.079,0.687
19.121,0.684
18.823,0.639
18.039,0.579
19.031,0.608
19.024,0.610
16.980,0.612
16.407,0.579
16.422,0.589
17.142,0.583
18.960,0.600
18.991,0.599
18.996,0.478
18.835,0.570
18.016,0.563
17.888,0.588
19.472,0.610
18.950,0.771
18.718,0.685
18.768,0.698
18.942,0.705
18.921,0.703
18.889,0.827
18.949,0.709
18.903,0.685
18.904,0.696
18.948,0.698
18.951,0.775
18.911,0.677
18.746,0.603
18.762,0.628
19.138,0.584
19.056,0.581
18.944,0.577
18.958,0.601
18.946,0.582
18.916,0.579
18.960,0.586
18.897,0.579
18.817,0.600
18.972,0.592
19.016,0.600
18.980,0.647
19.038,0.685
19.032,0.754
18.991,0.639
18.963,0.592
18.926,0.597
19.001,0.592
19.007,0.586
19.052,0.610
19.026,0.579
19.037,0.578
19.024,0.593
19.011,0.633
19.074,0.478
19.015,0.586
19.011,0.593
19.100,0.582
19.174,0.665
19.024,0.713
18.614,0.772
18.779,0.838
18.807,0.742
18.872,0.713
18.655,0.724
19.090,0.703
19.117,0.712
19.090,0.740
19.003,0.841
19.037,0.745
18.950,0.669
19.017,0.596
19.026,0.628
16.430,0.601
16.510,0.595
16.412,0.476
16.368,0.604
16.375,0.599
16.399,0.603
16.408,0.612
17.055,0.585
16.603,0.611
16.405,0.589
16.361,0.590
16.459,0.690
16.431,0.670
18.305,0.549
18.980,0.712
18.965,0.868
18.864,0.727
18.956,0.714
18.956,0.721
18.954,0.703
18.932,0.709
18.913,0.835
18.998,0.718
18.977,0.648
18.938,0.596
19.062,0.582
18.920,0.590
19.501,0.592
19.086,0.593
18.969,0.606
18.956,0.588
18.764,0.595
18.781,0.611
18.778,0.586
18.798,0.592
18.789,0.592
18.830,0.626
19.066,0.618
19.027,0.688
19.336,0.651
18.929,0.703
19.371,0.791
18.934,0.703
19.078,0.661
18.633,0.584
18.674,0.643
18.597,0.568
19.003,0.578
18.964,0.585
18.966,0.585
17.465,0.590
16.255,0.601
16.562,0.579
18.958,0.567
18.884,0.472
18.881,0.581
18.982,0.623
19.041,0.633
19.076,0.683
19.816,0.754
18.722,0.724
18.848,0.769
18.900,0.729
18.877,0.692
18.841,0.731
18.857,0.703
18.868,0.710
18.844,0.805
18.836,0.716
18.863,0.718
18.851,0.705
18.880,0.717
18.867,0.586
18.926,0.585
18.878,0.618
19.753,0.601
19.163,0.601
19.126,0.590
19.124,0.604
18.935,0.610
19.057,0.604
19.117,0.513
19.073,0.584
19.102,0.610
19.132,0.585
19.165,0.588
19.132,0.674
18.855,0.829
19.017,0.688
18.878,0.621
19.181,0.638
18.794,0.590
18.839,0.586
18.811,0.582
18.901,0.570
18.845,0.478
19.064,0.575
19.146,0.582
19.116,0.575
19.050,0.584
18.989,0.592
18.945,0.592
18.956,0.567
19.002,0.663
19.003,0.786
18.590,0.705
19.566,0.595
18.946,0.605
18.916,0.611
18.938,0.581
18.938,0.593
18.906,0.586
18.915,0.606
18.938,0.568
19.297,0.557
18.928,0.578
19.305,0.549
19.279,0.569
18.920,0.582
19.268,0.562
19.304,0.521
19.062,0.667
19.332,0.713
19.596,0.667
18.918,0.701
18.770,0.791
16.406,0.581
16.406,0.557
16.332,0.522
16.363,0.567
18.598,0.585
18.836,0.591
18.828,0.623
19.003,0.588
19.013,0.581
19.000,0.577
19.052,0.586
18.987,0.601
18.939,0.639
18.988,0.606
19.019,0.672
19.079,0.709
19.891,0.577
18.907,0.709
18.912,0.694
18.912,0.824
19.085,0.716
19.131,0.702
19.073,0.612
19.084,0.590
19.061,0.582
19.068,0.607
18.851,0.583
19.014,0.471
19.019,0.589
18.923,0.579
19.016,0.588
19.036,0.590
19.019,0.593
19.015,0.612
19.018,0.603
18.780,0.641
19.024,0.678
19.690,0.678
19.068,0.710
19.148,0.717
19.309,0.578
19.576,0.593
18.938,0.615
18.986,0.589
18.545,0.579
19.007,0.594
19.038,0.571
19.041,0.552
18.943,0.588
16.950,0.573
16.341,0.586
16.280,0.592
16.242,0.586
18.078,0.566
16.297,0.675
16.725,0.658
19.120,0.778
18.888,0.626
18.492,0.585
18.929,0.594
18.947,0.570
18.995,0.578
18.922,0.575
18.923,0.579
18.958,0.471
18.954,0.567
19.395,0.683
18.912,0.472
19.020,0.641
19.017,0.531
19.122,0.607
19.052,0.790
19.346,0.628
19.835,0.757
19.569,0.558
19.539,0.487
18.925,0.586
19.218,0.557
19.274,0.529
18.903,0.599
19.249,0.550
18.965,0.567
19.075,0.381
18.895,0.621
18.866,0.507
18.911,0.575
18.916,0.597
18.957,0.595
18.809,0.652
19.512,0.747
18.985,0.825
18.921,0.691
18.878,0.727
18.941,0.702
18.963,0.712
18.947,0.694
18.963,0.701
18.909,0.834
18.642,0.652
17.152,0.610
16.412,0.585
18.436,0.587
18.983,0.475
18.047,0.611
18.969,0.575
18.955,0.588
18.954,0.581
18.964,0.585
19.078,0.585
18.149,0.630
16.450,0.626
19.193,0.619
18.854,0.642
19.088,0.659
18.882,0.659
18.954,0.712
18.906,0.720
18.895,0.811
18.842,0.731
18.883,0.710
18.881,0.703
18.885,0.709
18.900,0.712
18.836,0.793
18.847,0.585
17.991,0.568
16.309,0.592
18.643,0.584
19.016,0.567
18.950,0.573
19.018,0.475
18.595,0.578
16.404,0.590
16.325,0.590
18.284,0.570
18.926,0.572
18.919,0.599
18.978,0.614
19.019,0.765
18.944,0.701
18.450,0.682
18.883,0.707
18.866,0.705
18.796,0.811
18.874,0.701
18.924,0.705
18.916,0.705
18.923,0.702
19.403,0.854
18.949,0.702
18.972,0.701
19.030,0.581
17.289,0.577
16.352,0.596
16.345,0.564
17.027,0.596
16.300,0.586
16.327,0.619
16.330,0.592
16.266,0.475
16.216,0.592
16.194,0.579
16.188,0.581
16.705,0.610
16.438,0.673
16.360,0.677
16.289,0.669
15.829,0.757
16.261,0.584
18.776,0.568
19.069,0.551
18.791,0.577
19.252,0.572
19.229,0.574
18.967,0.587
18.963,0.618
18.985,0.597
18.990,0.584
18.975,0.611
18.985,0.585
19.456,0.606
18.914,0.663
18.853,0.666
18.333,0.768
18.108,0.641
16.268,0.634
17.980,0.613
18.932,0.475
18.929,0.582
18.935,0.584
18.950,0.577
18.896,0.589
18.831,0.605
18.840,0.591
18.692,0.584
19.171,0.592
19.383,0.588
17.308,0.555
17.700,0.637
18.928,0.660
19.274,0.639
19.229,0.697
18.929,0.706
19.218,0.682
19.229,0.680
18.837,0.791
19.165,0.678
19.247,0.674
18.965,0.685
19.307,0.551
19.539,0.597
19.533,0.573
19.252,0.566
18.967,0.584
19.349,0.564
19.415,0.571
18.984,0.577
19.458,0.547
19.284,0.553
18.956,0.570
19.323,0.462
18.962,0.582
18.984,0.597
19.018,0.676
19.479,0.665
18.622,0.837
18.944,0.801
18.995,0.701
18.952,0.698
18.970,0.702
18.978,0.720
19.006,0.793
19.070,0.703
19.110,0.739
19.063,0.705
19.096,0.599
19.040,0.584
19.066,0.592
19.056,0.599
19.083,0.644
18.322,0.585
18.769,0.555
19.102,0.478
18.987,0.601
18.958,0.568
19.473,0.592
19.013,0.566
19.021,0.571
