rx,tx
12.143,8.327
14.995,11.438
14.569,11.405
14.706,11.359
13.535,11.633
14.228,11.477
17.045,11.278
14.190,11.472
14.254,11.425
14.914,11.463
15.133,11.254
14.302,11.457
14.336,11.477
13.456,11.726
14.215,11.420
13.507,11.675
14.373,11.472
13.959,11.646
14.332,11.425
13.510,11.473
14.591,11.389
13.685,11.654
14.285,11.426
14.483,11.594
13.749,11.578
13.819,11.668
14.928,11.170
14.382,11.615
14.139,11.579
14.165,11.614
14.368,11.563
14.200,11.678
14.608,11.512
13.950,11.722
14.079,11.625
14.538,11.402
14.454,11.517
13.934,11.666
14.398,11.576
13.895,11.665
14.452,11.552
14.277,11.656
14.645,11.517
14.453,11.534
14.728,11.535
14.912,11.490
27.443,9.496
26.004,9.726
27.645,9.216
25.706,9.765
27.215,9.543
26.155,9.637
28.397,9.150
28.195,9.104
27.101,9.591
27.182,9.543
18.497,10.857
14.518,11.522
14.048,11.674
14.378,11.535
14.021,11.348
14.606,11.525
13.880,11.678
13.829,11.691
14.255,11.548
14.238,11.625
14.143,11.599
14.363,11.574
14.462,11.545
14.243,11.609
14.568,11.554
14.439,11.553
14.197,11.662
14.485,11.541
14.319,11.665
14.756,11.508
14.383,11.563
14.477,11.660
14.703,11.509
14.187,11.681
14.474,11.520
15.507,11.156
14.252,11.586
14.244,11.688
14.610,11.474
14.612,11.482
13.629,11.716
13.812,11.628
15.018,11.406
15.209,11.309
15.527,11.269
14.898,11.514
14.494,11.518
15.428,11.258
15.141,11.383
14.722,11.489
14.215,11.684
15.486,11.300
15.754,11.274
15.277,11.479
15.488,11.408
15.738,11.291
15.395,11.285
14.276,11.702
13.897,11.690
14.976,11.410
13.761,11.409
14.387,11.404
14.278,11.466
14.343,11.519
14.553,11.489
14.059,11.705
14.823,11.460
14.679,11.534
13.888,11.698
14.471,11.491
14.272,11.574
14.396,11.542
14.119,11.674
13.931,11.686
14.896,11.406
14.808,11.485
14.720,11.479
14.223,11.684
14.542,11.409
13.947,11.699
14.911,11.452
14.755,11.477
14.734,11.448
14.048,11.672
14.720,11.343
14.118,11.453
14.053,11.667
14.606,11.412
14.231,11.708
14.779,11.495
14.032,11.628
14.574,11.443
14.780,11.393
14.909,11.383
14.482,11.471
14.003,11.688
14.541,11.427
14.194,11.677
14.209,11.680
14.019,11.682
13.833,11.716
15.334,11.300
14.411,11.463
14.933,11.426
15.243,11.354
14.150,11.690
14.602,11.480
14.150,11.565
14.166,11.490
14.115,11.689
14.753,11.432
14.902,11.301
14.643,11.466
14.102,11.453
14.563,11.365
13.607,11.663
14.637,11.412
14.432,11.442
14.005,11.690
14.081,11.675
14.655,11.455
14.083,11.674
14.512,11.416
13.908,11.676
14.982,11.289
14.204,11.615
14.769,11.436
13.992,11.646
14.508,11.470
14.653,11.484
15.529,11.251
15.108,11.462
15.914,11.166
14.364,11.467
14.377,11.518
14.959,11.336
14.646,11.450
14.707,11.465
13.815,11.672
14.673,11.449
14.167,11.665
15.015,11.399
14.886,11.408
14.116,11.648
15.184,11.145
15.779,11.205
15.058,11.451
15.669,11.229
15.667,11.212
15.560,11.254
15.301,11.269
14.651,11.456
13.911,11.688
15.192,11.254
14.047,11.679
14.518,11.583
14.552,11.528
14.694,11.451
14.743,11.462
14.100,11.596
15.172,11.315
13.807,11.671
14.657,11.446
14.587,11.482
14.294,11.623
14.937,11.433
14.867,11.400
14.982,11.462
14.652,11.467
13.954,11.664
14.494,11.460
14.805,11.454
14.669,11.479
14.639,11.474
14.500,11.471
13.860,11.670
14.693,11.427
14.115,11.665
14.565,11.467
14.904,11.411
14.168,11.594
14.925,11.344
14.181,11.639
14.663,11.428
14.379,11.535
13.585,11.706
14.083,11.625
14.118,11.671
14.238,11.411
14.007,11.719
13.918,11.690
13.818,11.702
14.050,11.717
14.120,11.698
13.913,11.674
13.932,11.712
14.082,11.691
14.019,11.714
13.817,11.717
13.806,11.706
14.050,11.695
13.907,11.730
13.954,11.692
14.200,11.562
14.307,11.585
14.135,11.693
13.922,11.707
13.934,11.688
14.172,11.640
14.257,11.654
14.147,11.689
13.867,11.684
13.802,11.708
13.995,11.701
13.847,11.689
13.883,11.705
14.299,11.700
13.885,11.724
14.145,11.713
13.937,11.700
14.526,11.643
14.664,11.615
14.647,11.540
15.048,11.416
14.670,11.485
15.168,11.471
14.577,11.543
14.996,11.587
14.943,11.579
15.306,11.526
15.713,11.501
14.897,11.582
15.005,11.583
14.307,11.349
14.476,11.479
14.275,11.657
13.848,11.640
13.923,11.736
13.468,11.717
14.185,11.591
13.367,11.782
13.123,11.724
14.542,11.520
13.904,11.623
13.239,11.758
13.178,11.748
13.226,11.742
14.479,11.546
14.509,11.554
13.712,11.710
13.481,11.751
13.331,11.729
13.268,11.763
13.089,11.765
