rx,tx
39.706,16.532
39.681,17.831
39.718,17.153
39.680,16.724
39.633,16.703
39.539,17.360
39.716,17.658
39.680,17.548
39.717,16.944
39.538,16.576
39.718,16.714
39.718,16.883
39.717,16.970
39.716,16.737
39.718,16.838
39.717,16.511
39.717,16.788
39.715,16.814
39.717,16.875
39.715,16.769
39.715,16.535
39.716,16.754
39.717,17.283
39.719,17.451
39.717,17.620
39.715,17.369
39.716,17.234
39.717,17.467
39.717,17.535
39.680,17.451
39.716,17.534
39.716,16.978
39.714,17.512
39.718,17.546
39.538,17.108
39.715,17.167
39.712,17.378
39.716,17.461
39.716,17.548
39.715,17.721
39.716,17.633
39.715,17.752
39.716,17.495
39.716,17.477
39.716,17.602
39.716,17.877
39.717,17.121
39.716,17.696
39.715,17.607
39.716,17.690
39.715,17.516
39.717,17.766
39.716,17.666
39.721,17.672
39.716,17.644
39.716,17.494
39.716,17.659
39.716,17.656
39.717,17.649
39.715,17.213
39.718,17.617
39.715,17.579
39.717,17.468
39.718,17.622
39.720,17.515
39.719,17.520
39.716,17.599
39.715,17.629
39.716,17.413
39.715,17.535
39.717,17.693
39.717,17.274
39.715,17.618
39.720,17.399
39.716,17.390
39.718,17.601
39.718,17.176
39.714,16.650
39.716,16.943
39.715,16.903
39.715,16.877
39.719,16.492
39.716,16.900
39.717,16.768
39.716,15.807
39.714,16.263
39.717,17.244
39.715,16.761
39.717,17.235
39.721,17.398
39.717,17.640
39.718,17.545
39.720,17.267
39.715,14.649
39.716,14.942
39.716,15.095
39.716,15.235
39.715,15.049
39.716,15.086
39.716,15.245
39.717,15.008
39.715,15.262
39.714,15.056
39.716,15.006
39.719,15.235
39.716,15.038
39.682,15.092
39.716,14.987
39.718,15.243
39.716,15.122
39.716,15.231
39.717,15.075
39.715,15.092
39.716,14.766
39.716,14.828
39.715,14.934
39.715,15.136
39.715,15.212
39.715,15.276
39.714,15.205
39.715,15.030
39.713,15.098
39.716,14.725
39.716,14.996
39.715,14.874
39.716,14.755
39.715,14.906
39.715,14.985
39.716,15.218
39.716,15.099
39.716,15.076
39.715,15.011
39.716,16.602
39.716,17.426
39.718,17.427
39.713,17.441
39.719,17.355
39.715,17.552
39.718,17.414
39.718,17.401
39.715,17.513
39.717,17.462
39.715,17.396
39.716,17.456
39.712,17.629
39.718,17.516
39.716,17.535
39.715,17.477
39.715,17.653
39.716,17.567
39.716,17.553
39.717,17.586
39.716,17.608
39.718,17.549
39.715,17.443
39.715,17.570
39.715,17.563
39.716,17.403
39.718,17.529
39.718,17.337
39.716,17.514
39.717,17.473
39.716,17.545
39.717,17.416
39.717,17.417
39.718,17.585
39.713,17.442
39.719,17.456
39.715,17.550
39.718,17.580
39.715,17.576
39.716,17.430
39.719,17.540
39.716,17.539
39.718,17.395
39.716,17.655
39.717,17.636
39.716,17.543
39.717,17.443
39.718,17.475
39.716,17.669
39.716,17.377
39.720,16.777
39.713,16.801
39.716,16.798
39.716,16.854
39.716,16.158
39.716,15.841
39.715,16.738
39.714,16.836
39.716,16.799
39.715,16.819
39.715,16.842
39.716,16.406
39.715,16.523
39.714,16.798
39.714,16.451
39.716,16.827
39.714,16.878
39.717,17.489
39.718,17.221
39.716,17.650
39.717,17.159
39.716,17.368
39.718,17.729
39.716,17.198
39.716,17.240
39.718,17.264
39.717,17.132
39.717,17.121
39.718,17.281
39.718,17.443
39.718,17.539
39.718,17.039
39.717,17.201
39.721,17.525
39.717,17.476
39.717,17.553
39.717,17.486
39.717,17.662
39.719,17.390
39.717,17.357
39.717,17.536
39.716,17.496
39.716,17.587
39.715,17.489
39.718,17.470
39.718,17.562
39.718,17.410
39.716,17.570
39.715,17.498
39.715,17.465
39.715,17.591
39.541,17.294
39.716,17.581
39.718,17.349
39.719,17.348
39.715,17.525
39.716,17.525
39.718,17.477
39.717,17.644
39.717,17.427
39.718,17.441
39.720,17.570
39.717,17.615
39.724,17.492
39.719,17.563
39.719,17.640
39.718,17.485
39.716,17.646
39.720,17.494
39.718,17.611
39.717,17.505
39.717,17.614
39.716,17.572
39.718,17.405
39.717,17.437
39.720,17.427
39.718,17.916
39.721,17.958
39.719,18.119
39.719,18.098
39.722,17.335
39.719,17.095
39.718,17.162
39.721,17.188
39.718,17.294
39.720,17.806
39.720,18.043
39.723,18.048
39.721,17.910
39.716,17.969
39.724,18.049
39.721,18.172
39.722,18.010
39.720,18.037
39.719,16.298
39.716,15.104
39.716,15.294
39.715,15.091
39.716,15.279
39.716,15.107
39.717,15.064
39.717,15.191
39.714,15.099
39.716,15.243
39.715,14.797
39.714,14.752
39.714,14.903
39.716,14.737
39.714,14.907
39.716,14.901
39.718,14.727
39.715,14.925
39.718,14.726
39.717,14.712
39.716,14.879
39.716,14.894
39.716,14.774
39.716,14.733
