rx,tx
1.852,0.961
39.870,23.349
39.860,23.492
39.860,23.494
39.861,23.604
39.866,23.727
39.867,23.654
39.865,23.312
39.863,23.699
39.863,23.406
39.862,23.605
39.862,23.584
39.862,23.593
39.865,23.613
39.861,23.344
39.860,23.693
39.861,23.552
39.859,23.520
39.869,23.531
39.865,23.109
39.860,23.495
39.866,23.543
39.863,23.401
39.662,23.621
39.864,23.553
39.863,23.471
39.865,23.340
39.863,23.581
39.861,23.299
39.862,23.564
39.863,23.594
39.862,23.242
39.861,23.292
39.866,23.139
39.865,23.355
39.656,22.915
39.867,23.335
39.862,23.317
39.860,23.372
39.861,23.571
39.865,23.640
39.866,23.549
39.862,23.558
39.864,23.566
39.864,23.123
39.864,23.485
39.863,23.536
39.862,23.511
39.866,23.280
39.862,23.437
39.865,23.512
39.862,23.917
39.863,23.380
39.863,23.213
39.865,23.588
39.864,23.391
39.860,23.538
39.861,23.480
39.862,23.545
39.828,23.560
39.862,23.708
39.864,23.378
39.862,23.436
39.861,23.449
39.861,23.429
39.860,23.432
39.862,23.277
39.865,23.191
39.861,23.510
39.863,23.402
39.864,23.458
39.861,23.425
39.861,22.913
39.864,23.431
39.859,23.540
39.861,23.320
39.862,23.385
39.865,23.198
39.866,23.575
39.861,23.508
39.861,23.608
39.860,23.562
39.861,23.329
39.831,23.499
39.866,23.568
39.861,23.575
39.864,23.408
39.864,23.464
39.863,23.552
39.860,23.481
39.859,23.588
39.862,23.505
39.866,23.510
39.861,23.628
39.860,23.647
39.862,23.350
39.864,23.596
39.859,23.682
39.865,23.532
39.861,23.421
39.865,23.677
39.861,23.556
39.862,23.412
39.862,23.755
39.864,23.482
39.865,23.707
39.866,23.431
39.864,23.320
39.651,23.035
39.861,23.530
39.862,23.337
39.863,23.579
39.866,23.339
39.863,23.146
39.863,23.241
39.865,23.597
39.862,23.516
39.860,23.382
39.865,23.513
39.862,23.409
39.862,23.466
39.863,23.325
39.863,23.596
39.865,23.407
39.864,23.329
39.865,23.489
39.863,23.283
39.866,23.352
39.861,23.696
39.864,23.402
39.864,23.375
39.863,23.589
39.865,23.622
39.830,23.300
39.864,23.431
39.862,23.493
39.862,23.735
39.862,23.491
39.862,23.325
39.862,23.639
39.863,23.434
39.862,23.657
39.863,23.465
39.862,23.421
39.864,23.557
39.862,23.419
39.861,23.361
39.862,23.585
39.863,23.349
39.864,23.346
39.864,23.596
39.863,23.363
39.863,23.797
39.863,23.506
39.863,23.574
39.863,23.699
39.863,23.474
39.866,23.527
39.861,23.391
39.864,23.542
39.864,23.462
39.865,23.473
39.649,23.193
39.865,23.477
39.862,23.474
39.867,23.634
39.863,23.557
39.862,23.541
39.862,23.769
39.863,23.308
39.859,23.226
39.864,23.699
39.865,23.660
39.864,23.497
39.862,23.391
39.862,23.578
39.861,23.497
39.862,23.498
39.863,23.540
39.862,23.497
39.863,23.335
39.862,23.404
39.860,23.560
39.862,23.202
39.864,23.416
39.862,23.588
39.860,23.586
39.863,23.129
39.862,23.438
39.861,23.680
39.863,23.336
39.860,23.357
39.864,23.457
39.865,23.535
39.863,23.354
39.863,23.453
39.863,23.579
39.860,23.390
39.861,23.606
39.864,23.311
39.866,22.942
39.863,23.708
39.863,23.400
39.862,23.316
39.860,23.340
39.861,23.633
39.862,23.454
39.861,23.373
39.864,23.367
39.862,23.406
39.864,23.558
39.860,23.520
39.862,23.348
39.862,22.737
39.865,23.554
39.864,23.654
39.863,23.486
39.863,23.484
39.860,23.725
39.862,23.176
39.861,23.853
39.865,23.462
39.865,23.305
39.864,23.462
39.864,23.405
39.862,23.068
39.864,23.674
39.863,23.497
39.863,23.559
39.865,23.452
39.861,23.638
39.861,23.404
39.861,23.384
39.863,23.401
39.864,23.608
39.863,23.568
39.861,23.345
39.861,23.374
39.864,22.972
39.864,23.360
39.863,23.191
39.861,23.449
39.862,23.588
39.862,23.484
39.863,23.502
39.863,23.208
39.863,23.514
39.864,23.659
39.863,23.268
39.862,23.370
39.862,23.630
39.863,22.945
39.866,23.367
39.859,23.392
39.862,23.393
39.862,23.357
39.865,23.033
39.866,23.464
39.866,23.323
39.868,23.460
39.867,23.231
39.864,23.457
39.861,23.785
39.860,23.136
39.863,23.386
39.863,23.531
39.863,23.725
39.861,23.699
39.862,23.459
39.831,23.385
39.864,23.340
39.863,23.651
39.862,23.426
39.866,23.521
39.861,23.603
39.861,23.409
39.862,23.474
39.861,23.385
39.863,23.647
39.861,23.628
39.859,23.626
39.863,23.676
39.862,23.504
39.864,23.540
39.863,23.496
39.862,23.669
39.862,23.355
39.863,23.603
39.863,23.348
39.865,23.277
39.862,23.385
39.862,23.565
39.862,23.385
39.863,23.451
39.861,23.292
39.861,23.633
39.860,23.497
39.861,23.576
39.860,23.516
39.861,23.719
