rx,tx
37.539,2.270
33.126,2.409
29.885,2.379
29.911,2.297
29.906,2.663
29.627,2.334
29.878,2.070
29.923,1.890
29.979,1.957
36.852,1.996
37.924,1.904
37.490,1.869
36.948,1.877
37.809,1.556
37.597,1.868
37.436,1.849
37.569,1.920
37.225,1.926
37.515,1.920
37.508,1.935
37.427,1.974
37.220,2.514
37.356,2.193
35.258,2.280
37.591,2.347
37.827,2.270
37.463,2.308
37.421,2.753
36.638,1.963
37.746,1.905
37.547,2.003
32.045,1.875
32.800,1.882
37.646,1.913
37.788,1.908
37.499,1.953
37.241,1.922
34.996,1.957
37.486,1.813
37.426,1.877
37.283,2.035
37.663,1.547
37.562,2.267
37.550,2.260
37.742,2.236
35.990,2.262
37.605,1.994
37.569,1.886
37.612,1.904
38.104,1.901
37.332,2.005
37.219,1.935
33.157,1.911
30.988,1.908
30.871,1.939
37.829,1.982
37.614,1.559
37.511,2.124
37.786,1.961
37.844,1.875
35.816,1.991
37.382,1.829
37.391,2.260
34.889,2.246
31.109,2.682
31.547,2.347
31.796,2.256
37.558,1.969
37.530,1.922
37.484,1.903
37.299,2.018
37.554,1.872
37.615,1.917
37.662,1.601
37.587,1.963
37.479,1.972
37.237,1.931
37.646,1.928
37.573,1.967
37.271,1.953
37.721,1.871
37.856,2.207
37.918,2.193
37.402,2.308
37.734,2.358
37.567,2.501
37.643,2.428
37.693,2.324
37.682,2.311
37.730,2.324
37.778,2.488
37.535,2.450
37.669,2.293
37.821,1.880
37.756,1.909
35.547,1.821
35.532,1.820
37.732,1.863
37.524,1.868
37.504,1.921
37.607,1.889
37.650,1.829
37.818,1.889
37.641,1.575
37.540,1.908
37.625,1.840
37.478,2.390
37.282,2.346
33.729,2.240
37.767,2.303
37.576,2.278
37.563,2.644
37.836,2.311
37.829,2.311
37.731,2.293
37.310,2.256
37.652,2.479
37.990,2.337
38.034,1.727
38.040,1.849
37.638,1.964
37.597,1.917
36.350,1.695
37.502,1.748
37.667,1.836
37.565,1.831
37.167,2.053
37.132,1.917
37.307,1.907
37.695,1.880
37.813,1.940
37.663,2.003
37.569,2.451
37.537,2.270
34.948,2.242
37.353,2.392
37.417,2.275
37.763,1.506
37.438,1.908
37.458,1.900
37.188,1.979
37.174,1.967
37.238,1.953
37.675,1.562
37.296,1.926
37.135,1.881
36.078,1.998
37.161,1.895
37.017,1.922
37.509,1.768
37.332,1.684
37.103,2.549
37.434,2.297
35.169,2.364
37.720,2.385
33.009,1.976
29.013,1.940
37.838,1.929
37.835,1.922
37.635,1.916
37.958,1.899
38.113,1.899
37.803,1.933
37.547,1.698
36.737,1.859
28.641,1.833
28.631,1.081
28.915,1.741
29.069,1.872
29.029,2.036
29.252,2.596
28.980,2.228
31.711,2.258
36.945,1.901
37.560,1.920
37.486,1.906
37.382,1.940
37.776,1.985
37.839,1.931
37.922,1.915
37.788,2.015
37.794,1.914
37.726,1.930
37.657,1.940
37.437,1.967
37.725,1.913
37.876,1.904
37.626,1.933
37.395,2.094
37.375,2.175
37.545,2.229
35.184,2.074
37.867,1.947
37.682,1.943
37.390,2.113
37.626,1.908
37.529,1.908
37.666,1.935
37.590,1.953
37.677,1.926
37.464,1.990
36.762,1.915
37.791,1.913
37.729,1.931
34.883,2.094
28.720,1.977
28.819,1.861
28.749,2.202
28.963,2.243
29.083,2.356
37.551,2.259
37.661,1.917
37.655,1.847
37.704,1.974
37.686,1.886
37.732,1.917
37.750,1.863
37.663,1.896
37.775,1.961
37.830,1.899
37.718,1.560
37.673,1.899
37.467,1.967
37.460,1.958
37.263,2.228
37.552,2.256
35.104,2.630
37.892,1.569
37.962,1.865
37.838,1.886
36.672,1.944
37.797,1.956
37.732,1.951
37.299,2.247
37.372,2.134
37.777,1.863
37.159,2.180
37.366,2.266
37.722,1.887
37.212,2.197
37.436,2.232
37.316,2.390
36.861,2.509
35.111,2.408
35.556,2.133
37.358,1.865
37.604,2.148
35.625,2.256
37.705,2.036
37.971,1.873
37.926,2.171
37.940,2.130
37.881,2.034
31.558,1.826
31.111,2.125
37.902,2.341
37.657,1.854
37.578,2.342
37.263,2.541
36.849,2.594
36.778,2.519
30.076,2.341
31.363,1.894
30.656,2.230
30.879,2.397
30.792,1.913
30.754,2.229
30.980,2.180
31.163,1.868
31.021,2.256
31.012,2.306
30.943,2.035
30.788,2.252
30.802,2.374
31.147,1.908
32.013,2.210
30.930,2.660
28.798,11.579
30.725,8.434
30.319,5.178
33.916,4.775
33.419,4.026
33.822,3.774
30.155,5.420
28.043,3.855
33.466,3.339
33.206,5.255
30.214,3.044
28.204,3.602
25.593,2.671
25.659,3.925
27.347,3.311
27.161,2.527
26.709,4.722
25.731,7.825
26.726,7.457
27.676,5.221
25.964,3.443
27.302,3.928
24.988,4.385
25.148,3.003
27.090,3.254
26.931,2.951
25.440,4.862
25.953,3.551
28.297,2.759
26.086,2.839
27.719,3.653
26.433,3.438
25.724,3.497
26.778,4.322
26.010,4.597
27.232,6.063
27.232,8.123
26.962,7.621
27.000,8.916
