rx,tx
39.634,19.114
39.710,20.526
39.700,20.269
39.697,20.489
39.714,20.699
39.664,20.300
39.704,20.462
39.659,20.641
39.696,20.363
39.647,19.757
39.659,19.545
39.680,19.295
39.669,19.419
39.674,19.648
39.682,19.695
39.665,19.357
39.688,19.658
39.671,19.629
39.668,19.653
39.449,18.959
39.674,19.167
39.684,19.501
39.672,19.181
39.695,19.514
39.670,19.096
39.678,19.578
39.657,19.668
39.680,19.575
39.654,19.499
39.700,19.679
39.579,19.022
39.685,19.689
39.662,19.196
39.656,19.312
39.678,19.563
39.649,19.252
39.676,19.387
39.640,19.209
39.665,19.426
39.657,19.738
39.669,19.112
39.683,19.644
39.651,19.506
39.675,19.468
39.659,19.124
39.670,19.782
39.682,19.502
39.666,19.247
39.688,19.820
39.674,19.649
39.665,19.661
39.662,19.186
39.672,19.409
39.645,19.188
39.659,19.046
39.677,19.543
39.565,19.254
39.688,19.708
39.664,19.724
39.671,19.442
39.673,20.053
39.679,19.609
39.683,19.365
39.667,19.289
39.662,19.356
39.682,19.596
39.656,19.626
39.662,19.107
39.668,19.744
39.703,19.639
39.691,19.919
39.683,19.656
39.635,19.465
39.680,19.515
39.672,19.466
39.675,19.511
39.673,19.652
39.679,19.594
39.678,19.275
39.665,19.215
39.669,19.410
39.671,19.220
39.659,19.285
39.667,19.703
39.670,19.247
39.656,19.448
39.675,19.532
39.614,19.308
39.675,19.441
39.682,19.236
39.675,19.348
39.691,19.500
39.678,19.544
39.679,19.476
39.673,19.449
39.676,19.207
39.684,19.278
39.682,19.533
39.657,19.839
39.691,19.472
39.663,18.961
39.673,19.633
39.658,19.849
39.684,19.457
39.653,19.291
39.649,19.206
39.669,19.465
39.678,19.612
39.667,18.994
39.659,19.743
39.690,19.836
39.685,19.627
39.682,19.612
39.668,19.441
39.688,19.635
39.648,19.387
39.688,19.566
39.692,20.214
39.675,19.556
39.661,19.597
39.663,19.478
39.660,19.297
39.668,19.481
39.675,19.373
39.704,19.541
39.676,19.525
39.643,19.030
39.669,19.664
39.572,19.071
39.676,19.142
39.668,19.999
39.679,19.359
39.690,19.601
39.667,19.688
39.658,19.482
39.686,19.464
39.693,19.610
39.674,19.877
39.679,19.190
39.687,19.465
39.681,20.024
39.654,19.460
39.656,19.178
39.691,19.826
39.671,19.663
39.663,19.353
39.660,19.519
39.662,19.310
39.649,19.314
39.668,19.543
39.674,19.181
39.685,19.524
39.668,19.420
39.663,19.698
39.649,19.299
39.678,19.415
39.673,19.506
39.654,19.441
39.639,19.417
39.679,19.766
39.676,19.521
39.693,19.630
39.670,19.560
39.673,19.777
39.651,19.616
39.671,19.391
39.681,19.629
39.604,18.813
39.685,19.856
39.658,19.461
39.652,19.531
39.664,19.549
39.645,19.349
39.674,19.717
39.691,19.794
39.666,19.294
39.679,19.777
39.660,19.392
39.671,19.545
39.650,19.461
39.650,19.675
39.682,19.937
39.690,20.138
39.666,19.511
39.661,19.527
39.658,19.387
39.675,19.791
39.677,19.835
39.655,19.733
39.675,19.282
39.690,19.658
39.693,19.863
39.667,19.940
39.654,19.642
39.667,19.537
39.673,19.472
39.665,19.564
39.676,19.372
39.630,19.761
39.677,19.636
39.666,19.246
39.651,19.349
39.679,19.422
39.687,19.523
39.672,19.468
39.667,19.984
39.661,19.710
39.670,19.651
39.644,19.401
39.679,19.991
39.671,19.606
39.657,19.648
39.679,19.485
39.683,19.607
39.655,19.681
39.674,19.443
39.671,19.675
39.674,19.709
39.638,19.635
39.638,19.458
39.671,19.893
39.663,19.682
39.668,19.347
39.679,19.720
39.661,19.112
39.673,19.550
39.671,19.644
39.647,19.497
39.653,19.771
39.648,19.481
39.668,19.709
39.671,19.585
39.665,19.432
39.669,19.969
39.682,19.733
39.660,19.490
39.681,19.490
39.669,19.626
39.673,19.667
39.673,19.582
39.644,19.499
39.691,19.595
39.644,19.069
39.674,19.427
39.637,19.084
39.670,19.515
39.666,19.475
39.654,19.657
39.675,19.531
39.667,19.648
39.679,19.676
39.681,19.563
39.703,19.851
39.684,19.590
39.671,19.796
39.689,19.818
39.673,19.482
39.670,19.353
39.693,19.779
39.694,19.581
39.680,19.568
39.684,19.421
39.687,19.806
39.680,19.959
39.674,19.432
39.660,19.221
39.691,19.661
39.662,19.399
39.670,19.740
39.685,19.180
39.700,19.482
39.675,19.900
39.672,19.603
39.693,19.704
39.688,19.588
39.651,19.363
39.659,19.765
39.645,19.844
39.684,19.512
39.674,19.540
39.656,19.538
39.678,19.624
39.680,20.041
39.682,19.454
39.657,19.363
39.686,19.563
39.664,19.524
39.432,18.966
39.686,19.474
39.680,19.389
39.692,19.894
39.682,19.786
39.683,19.232
39.678,19.768
39.685,19.686
39.686,19.583
39.681,19.453
39.665,19.441
39.695,19.701
39.669,19.201
