rx,tx
39.330,1.627
38.642,3.993
38.943,3.052
38.905,3.089
37.215,0.623
38.571,3.304
38.566,3.939
38.534,3.304
38.414,4.768
38.338,5.342
38.223,6.111
36.697,7.466
37.149,6.187
38.705,2.645
38.617,2.831
37.664,2.588
37.354,3.519
37.942,3.315
37.946,3.378
38.385,2.366
38.352,2.512
38.091,3.095
37.854,3.129
38.143,3.039
38.068,3.108
38.028,3.354
35.901,7.217
35.532,7.488
37.287,5.915
38.542,2.781
38.452,3.079
38.048,3.854
38.374,3.322
38.559,2.836
38.685,2.559
38.884,2.288
38.681,2.740
38.780,2.496
38.728,2.483
38.642,2.799
38.549,2.930
38.950,2.076
37.762,5.240
36.780,6.875
36.989,6.185
36.462,8.591
36.059,6.283
36.418,5.898
36.879,5.764
37.860,3.324
38.171,2.795
38.232,2.614
38.219,2.632
38.077,3.073
38.310,3.355
39.023,2.469
38.996,2.623
38.859,3.102
38.746,3.242
39.152,1.985
39.059,2.554
38.915,3.203
38.896,3.068
38.460,5.025
38.382,5.294
37.721,6.311
38.013,5.359
38.900,3.147
39.010,2.740
38.961,3.580
38.923,3.551
39.117,2.822
39.101,2.870
39.113,2.918
39.090,2.167
38.821,2.870
38.973,2.342
39.229,1.673
38.688,3.242
38.671,3.373
38.615,3.604
38.106,5.128
37.573,6.587
36.525,7.323
36.629,4.418
36.421,4.748
37.704,2.731
36.798,3.844
36.813,4.012
33.519,10.286
32.496,11.066
36.307,8.066
36.173,7.220
36.023,7.741
36.851,6.792
36.962,6.421
37.185,6.272
36.151,7.728
35.825,9.673
33.653,10.895
34.975,11.386
35.567,9.536
37.725,6.350
38.281,6.186
37.830,6.812
37.888,6.725
36.302,8.140
36.598,7.348
36.293,7.247
36.530,6.975
36.430,6.945
36.735,6.615
38.175,5.653
37.833,7.347
37.860,7.510
37.932,7.363
36.464,9.611
37.581,7.342
38.633,2.250
38.669,2.104
38.743,1.917
38.760,1.909
38.752,1.925
38.803,1.886
38.796,1.899
38.766,1.865
37.684,1.869
38.646,1.918
38.709,1.926
38.714,1.905
38.671,1.925
38.755,1.895
38.769,1.913
38.655,2.202
38.521,2.306
38.521,2.311
38.473,2.198
38.625,1.956
38.674,1.965
38.742,1.972
38.752,1.967
38.867,1.958
39.033,1.948
39.033,1.941
39.029,1.958
39.045,1.949
38.941,1.976
38.933,1.944
38.904,1.949
38.979,1.940
39.052,2.099
39.025,2.269
39.013,2.288
38.682,2.146
38.834,1.931
38.760,1.944
38.793,1.926
38.801,1.917
38.766,1.982
38.778,1.916
38.725,1.944
38.684,1.958
38.768,1.958
38.730,1.994
38.770,1.949
38.809,1.906
38.946,1.941
38.916,2.269
38.939,2.302
38.247,2.275
39.033,2.035
38.980,1.944
39.069,1.913
38.949,2.053
38.899,2.098
39.041,1.565
38.934,2.048
38.962,2.017
39.054,2.043
39.173,2.030
39.192,2.026
39.260,1.976
39.284,1.904
39.165,1.999
39.253,2.288
39.206,2.302
39.160,2.347
39.240,1.994
39.281,1.926
39.332,1.935
39.278,1.917
39.264,2.003
39.193,1.990
38.658,2.026
39.293,1.680
39.288,1.816
39.249,1.922
39.262,1.931
39.295,1.895
39.313,1.818
39.293,1.852
39.290,2.164
39.163,2.152
39.190,2.149
39.280,1.889
39.297,1.854
39.319,1.931
39.300,1.837
39.337,1.826
39.287,1.818
39.327,1.755
39.324,1.795
38.917,1.779
38.571,1.714
38.539,1.813
38.590,1.799
38.607,1.760
38.555,1.981
38.510,2.048
38.495,2.112
38.577,1.920
38.552,1.802
38.561,1.764
38.564,1.782
38.513,1.868
38.525,1.827
38.977,1.816
39.249,1.809
39.269,1.813
39.298,1.741
39.270,1.782
39.278,1.759
39.280,1.736
39.249,1.854
39.313,2.148
39.179,2.428
39.315,2.189
39.258,1.985
39.285,1.800
39.290,1.819
39.315,1.822
39.375,1.577
39.300,1.805
39.308,1.803
39.314,1.786
39.353,1.723
39.344,1.759
39.321,1.804
39.317,1.863
39.328,1.778
39.320,1.821
39.272,2.143
39.289,2.030
39.295,1.990
39.249,1.990
39.247,1.818
39.286,1.768
39.258,1.804
39.272,1.759
39.296,1.782
39.267,1.766
39.208,1.775
39.302,1.800
39.262,1.791
39.255,1.766
39.269,1.811
39.342,1.556
39.223,1.867
39.245,2.221
39.232,2.193
39.174,2.234
39.182,1.836
39.287,1.854
39.315,1.854
39.370,1.524
39.345,1.895
39.308,1.895
39.315,1.839
39.374,1.783
39.314,1.777
39.301,1.773
39.303,1.809
39.340,1.803
39.357,1.774
39.293,1.863
39.252,2.152
39.297,2.048
39.257,2.143
39.310,1.804
39.318,1.759
39.300,1.764
39.273,1.759
39.285,1.750
39.299,1.757
39.309,1.770
39.269,1.822
39.329,1.732
39.340,1.773
39.315,1.777
39.320,1.777
