rx,tx
39.864,15.327
39.869,15.820
39.863,14.196
39.863,14.020
39.865,13.988
39.867,14.112
39.864,13.953
39.864,14.166
39.864,14.235
39.866,16.626
39.869,15.936
39.865,16.440
39.864,16.269
39.867,17.506
39.868,16.193
39.868,15.960
39.863,15.491
39.863,17.364
39.866,17.379
39.863,17.957
39.870,16.784
39.865,14.393
39.871,16.358
39.869,16.614
39.863,16.982
39.863,17.640
39.865,15.751
39.864,16.772
39.863,14.879
39.868,11.701
39.865,15.224
39.860,16.322
39.868,16.082
39.612,16.016
39.869,17.676
39.865,17.690
39.863,15.415
39.838,14.687
39.864,14.352
39.866,14.608
39.863,13.232
39.862,15.197
39.865,15.257
39.863,13.916
39.866,13.202
39.867,14.670
39.866,13.889
39.863,11.902
39.865,13.763
39.869,14.326
39.867,12.146
39.865,14.526
39.922,13.065
39.868,14.491
39.865,12.497
39.864,15.190
39.864,15.641
39.863,14.228
39.689,14.455
39.866,13.914
39.863,14.531
39.867,16.033
39.864,15.437
39.865,13.873
39.870,16.836
39.863,17.956
39.862,16.675
39.865,17.301
39.863,17.620
39.862,16.500
39.864,15.388
39.864,16.459
39.865,16.275
39.866,14.682
39.866,16.460
39.865,16.404
39.863,16.182
39.863,16.826
39.863,16.079
39.863,16.428
39.871,12.916
39.865,15.860
39.863,16.934
39.864,16.084
39.865,16.385
39.863,15.270
40.251,15.219
39.865,16.077
39.864,16.087
39.865,15.824
39.868,15.894
39.868,16.395
39.865,13.557
39.867,15.899
39.866,14.935
39.868,15.887
39.864,14.401
40.224,16.822
39.862,14.885
39.861,14.176
