rx,tx
37.583,0.977
37.601,1.086
37.798,0.980
37.742,1.004
37.543,1.074
37.859,1.049
38.730,0.332
37.866,1.256
37.759,1.359
38.245,0.964
38.378,0.871
38.281,1.055
38.298,1.028
38.186,1.060
38.125,1.072
38.128,1.091
38.091,1.086
38.076,1.106
37.818,1.297
38.175,1.028
37.378,1.232
37.019,1.269
37.324,1.074
36.578,1.552
36.939,1.319
36.539,1.455
36.953,1.285
36.941,1.254
37.153,1.208
37.495,1.060
37.235,1.262
37.235,1.260
36.974,1.387
37.528,1.057
37.056,1.346
37.170,1.302
37.222,1.268
37.365,1.183
37.799,1.109
37.872,1.263
37.259,1.656
37.594,1.513
37.136,1.465
37.706,1.474
38.188,1.043
37.865,1.271
37.619,1.399
38.107,1.079
37.576,1.214
37.934,1.121
37.420,1.492
37.623,1.326
38.129,1.060
37.683,1.307
37.616,1.312
38.053,1.115
37.583,1.329
37.567,1.540
37.499,1.569
37.422,1.625
38.152,1.125
37.671,1.394
30.081,6.121
30.577,6.539
37.165,1.746
37.637,1.469
37.426,1.625
36.344,2.347
37.142,1.833
37.187,1.911
37.270,1.751
37.524,1.574
37.871,1.319
37.149,1.860
35.768,2.900
34.134,4.163
34.592,3.666
30.541,6.673
31.154,6.227
32.366,5.432
32.893,5.141
36.539,2.165
36.744,2.102
37.170,1.894
36.902,2.146
37.017,2.093
37.074,1.925
36.846,2.113
37.428,1.641
37.899,1.266
37.766,1.317
37.723,1.409
35.431,3.065
37.022,1.663
37.953,1.120
35.555,3.151
35.231,3.321
34.530,3.940
34.935,3.628
34.818,3.646
35.140,3.504
34.061,4.276
34.423,3.938
34.165,4.277
36.427,2.345
37.209,1.654
36.649,2.226
36.814,2.154
37.298,1.685
37.360,1.662
37.888,1.280
36.473,2.175
36.423,2.413
37.806,1.491
37.800,1.355
37.382,1.637
36.681,2.095
37.725,1.518
37.310,1.925
34.558,3.780
34.571,3.969
32.548,4.840
32.483,5.399
33.274,4.739
32.063,5.743
32.796,5.193
32.388,5.512
37.911,1.266
38.025,1.137
36.983,1.901
36.645,2.165
37.580,1.564
37.301,1.700
37.297,1.879
37.374,1.627
37.586,1.460
37.085,1.891
36.523,2.258
37.308,1.690
37.678,1.402
36.817,2.439
33.376,5.416
34.455,3.905
32.394,5.343
32.890,5.202
32.921,5.141
32.577,5.546
34.424,4.034
32.381,5.676
33.594,4.463
32.286,5.634
34.160,4.300
36.866,2.363
37.180,1.806
38.085,1.124
37.904,1.266
37.836,1.312
37.668,1.497
37.876,1.330
37.635,1.423
37.199,1.779
37.169,1.849
37.722,1.336
37.741,1.346
37.774,1.319
36.252,2.602
36.117,2.653
35.855,2.866
30.734,5.457
31.959,5.968
32.864,5.079
32.260,5.479
32.380,5.423
33.604,4.688
33.573,4.589
33.194,5.150
33.187,5.338
33.075,5.293
32.523,5.680
34.356,4.137
37.169,2.005
37.431,1.549
37.241,1.855
37.043,2.059
36.894,2.265
36.048,3.060
35.894,2.684
36.559,2.197
37.445,1.462
36.774,2.093
37.463,1.532
37.609,1.377
36.452,2.094
36.464,2.328
35.924,3.358
36.201,3.282
36.840,2.510
33.899,4.429
37.555,1.560
37.699,1.443
37.843,1.295
37.020,1.828
36.902,2.093
37.818,1.261
37.457,1.506
37.419,1.519
37.768,1.357
37.892,1.261
37.945,1.210
37.344,1.785
36.167,2.390
34.484,3.677
33.585,4.428
33.842,4.134
32.237,4.722
36.490,2.009
36.922,1.740
36.562,1.947
36.026,2.439
37.551,1.358
36.417,2.066
37.200,1.518
36.952,1.705
37.594,1.305
36.471,2.114
36.546,2.168
37.370,1.431
37.780,1.098
34.818,3.126
32.619,4.755
32.347,4.701
34.578,3.396
35.977,2.351
37.347,2.007
37.032,1.847
36.886,2.048
37.729,1.329
37.373,1.775
37.775,1.254
37.803,1.254
37.760,1.242
38.011,1.081
37.958,1.142
37.015,1.726
36.644,2.027
36.845,2.083
34.748,3.152
33.330,3.763
32.623,4.115
35.725,2.272
36.628,1.625
37.205,1.251
36.983,1.443
36.699,1.627
36.690,1.608
37.000,1.414
36.947,1.411
35.921,2.064
36.441,1.729
37.328,1.174
37.547,1.040
36.308,1.773
34.723,2.427
36.645,1.576
34.545,2.910
32.877,3.858
32.518,4.115
35.185,2.913
36.820,2.062
36.936,1.927
35.635,2.888
36.717,1.952
37.586,1.300
36.736,1.901
37.371,1.467
36.819,1.855
37.542,1.303
36.293,1.936
36.004,2.495
36.427,2.100
36.741,1.970
37.632,1.313
33.420,4.191
34.231,3.642
31.059,5.404
35.905,1.920
37.062,1.200
36.342,1.608
36.268,1.663
36.299,1.629
36.929,1.280
34.668,2.512
36.255,1.693
35.603,2.083
36.290,1.661
36.253,1.644
36.913,1.290
36.093,1.785
36.170,1.724
35.629,2.039
