preprocess_latency(us),HtoD_latency(us),kernel_latency(us),DtoH_latency(us),postprocess_latency(us),gpu_overhead(us),cpu_overhead
0.000,0.000,0.000,0.000,0.000,0.000,292.303
0.000,0.000,0.000,0.000,0.000,0.000,2088.736
0.000,0.000,0.000,0.000,0.000,0.000,304.602
0.000,0.000,0.000,0.000,0.000,0.000,305.092
0.000,0.000,0.000,0.000,0.000,0.000,305.304
0.000,0.000,0.000,0.000,0.000,0.000,305.605
0.000,0.000,0.000,0.000,0.000,0.000,305.233
0.000,0.000,0.000,0.000,0.000,0.000,305.239
0.000,0.000,0.000,0.000,0.000,0.000,305.207
0.000,0.000,0.000,0.000,0.000,0.000,305.569
0.000,0.000,0.000,0.000,0.000,0.000,305.295
0.000,0.000,0.000,0.000,0.000,0.000,306.203
0.000,0.000,0.000,0.000,0.000,0.000,305.580
0.000,0.000,0.000,0.000,0.000,0.000,305.513
0.000,0.000,0.000,0.000,0.000,0.000,305.436
0.000,0.000,0.000,0.000,0.000,0.000,305.524
0.000,0.000,0.000,0.000,0.000,0.000,305.556
0.000,0.000,0.000,0.000,0.000,0.000,310.531
0.000,0.000,0.000,0.000,0.000,0.000,305.174
0.000,0.000,0.000,0.000,0.000,0.000,305.328
0.000,0.000,0.000,0.000,0.000,0.000,305.076
0.000,0.000,0.000,0.000,0.000,0.000,305.216
0.000,0.000,0.000,0.000,0.000,0.000,310.678
0.000,0.000,0.000,0.000,0.000,0.000,305.148
0.000,0.000,0.000,0.000,0.000,0.000,305.317
0.000,0.000,0.000,0.000,0.000,0.000,304.965
0.000,0.000,0.000,0.000,0.000,0.000,314.158
0.000,0.000,0.000,0.000,0.000,0.000,305.372
0.000,0.000,0.000,0.000,0.000,0.000,305.163
0.000,0.000,0.000,0.000,0.000,0.000,305.312
0.000,0.000,0.000,0.000,0.000,0.000,305.558
0.000,0.000,0.000,0.000,0.000,0.000,305.084
0.000,0.000,0.000,0.000,0.000,0.000,305.288
0.000,0.000,0.000,0.000,0.000,0.000,304.577
0.000,0.000,0.000,0.000,0.000,0.000,304.261
0.000,0.000,0.000,0.000,0.000,0.000,304.330
0.000,0.000,0.000,0.000,0.000,0.000,304.314
0.000,0.000,0.000,0.000,0.000,0.000,304.296
0.000,0.000,0.000,0.000,0.000,0.000,304.206
0.000,0.000,0.000,0.000,0.000,0.000,304.608
0.000,0.000,0.000,0.000,0.000,0.000,304.528
0.000,0.000,0.000,0.000,0.000,0.000,304.524
0.000,0.000,0.000,0.000,0.000,0.000,304.544
0.000,0.000,0.000,0.000,0.000,0.000,312.564
0.000,0.000,0.000,0.000,0.000,0.000,306.170
0.000,0.000,0.000,0.000,0.000,0.000,306.753
0.000,0.000,0.000,0.000,0.000,0.000,305.480
0.000,0.000,0.000,0.000,0.000,0.000,305.394
0.000,0.000,0.000,0.000,0.000,0.000,305.540
0.000,0.000,0.000,0.000,0.000,0.000,305.555
0.000,0.000,0.000,0.000,0.000,0.000,305.438
0.000,0.000,0.000,0.000,0.000,0.000,305.382
0.000,0.000,0.000,0.000,0.000,0.000,306.093
0.000,0.000,0.000,0.000,0.000,0.000,305.412
0.000,0.000,0.000,0.000,0.000,0.000,305.435
0.000,0.000,0.000,0.000,0.000,0.000,305.395
0.000,0.000,0.000,0.000,0.000,0.000,305.512
0.000,0.000,0.000,0.000,0.000,0.000,305.567
0.000,0.000,0.000,0.000,0.000,0.000,305.298
0.000,0.000,0.000,0.000,0.000,0.000,305.268
0.000,0.000,0.000,0.000,0.000,0.000,305.133
0.000,0.000,0.000,0.000,0.000,0.000,305.266
0.000,0.000,0.000,0.000,0.000,0.000,305.643
0.000,0.000,0.000,0.000,0.000,0.000,305.774
0.000,0.000,0.000,0.000,0.000,0.000,305.999
0.000,0.000,0.000,0.000,0.000,0.000,305.752
0.000,0.000,0.000,0.000,0.000,0.000,305.589
0.000,0.000,0.000,0.000,0.000,0.000,305.431
0.000,0.000,0.000,0.000,0.000,0.000,305.520
0.000,0.000,0.000,0.000,0.000,0.000,305.475
0.000,0.000,0.000,0.000,0.000,0.000,314.500
0.000,0.000,0.000,0.000,0.000,0.000,305.469
0.000,0.000,0.000,0.000,0.000,0.000,305.563
0.000,0.000,0.000,0.000,0.000,0.000,305.447
0.000,0.000,0.000,0.000,0.000,0.000,305.384
0.000,0.000,0.000,0.000,0.000,0.000,305.731
0.000,0.000,0.000,0.000,0.000,0.000,305.787
0.000,0.000,0.000,0.000,0.000,0.000,305.836
0.000,0.000,0.000,0.000,0.000,0.000,306.582
0.000,0.000,0.000,0.000,0.000,0.000,305.844
0.000,0.000,0.000,0.000,0.000,0.000,306.070
0.000,0.000,0.000,0.000,0.000,0.000,308.259
0.000,0.000,0.000,0.000,0.000,0.000,305.760
0.000,0.000,0.000,0.000,0.000,0.000,305.839
0.000,0.000,0.000,0.000,0.000,0.000,305.893
0.000,0.000,0.000,0.000,0.000,0.000,305.703
0.000,0.000,0.000,0.000,0.000,0.000,305.800
0.000,0.000,0.000,0.000,0.000,0.000,305.471
0.000,0.000,0.000,0.000,0.000,0.000,305.768
0.000,0.000,0.000,0.000,0.000,0.000,305.605
0.000,0.000,0.000,0.000,0.000,0.000,305.231
0.000,0.000,0.000,0.000,0.000,0.000,305.257
0.000,0.000,0.000,0.000,0.000,0.000,305.303
0.000,0.000,0.000,0.000,0.000,0.000,305.154
0.000,0.000,0.000,0.000,0.000,0.000,305.597
0.000,0.000,0.000,0.000,0.000,0.000,305.641
0.000,0.000,0.000,0.000,0.000,0.000,306.489
0.000,0.000,0.000,0.000,0.000,0.000,305.637
0.000,0.000,0.000,0.000,0.000,0.000,305.406
0.000,0.000,0.000,0.000,0.000,0.000,305.506
0.000,0.000,0.000,0.000,0.000,0.000,305.306
0.000,0.000,0.000,0.000,0.000,0.000,305.181
0.000,0.000,0.000,0.000,0.000,0.000,305.276
0.000,0.000,0.000,0.000,0.000,0.000,305.228
0.000,0.000,0.000,0.000,0.000,0.000,305.297
0.000,0.000,0.000,0.000,0.000,0.000,305.508
0.000,0.000,0.000,0.000,0.000,0.000,305.428
0.000,0.000,0.000,0.000,0.000,0.000,305.479
0.000,0.000,0.000,0.000,0.000,0.000,305.586
0.000,0.000,0.000,0.000,0.000,0.000,305.640
0.000,0.000,0.000,0.000,0.000,0.000,305.827
0.000,0.000,0.000,0.000,0.000,0.000,305.752
0.000,0.000,0.000,0.000,0.000,0.000,310.492
