preprocess_latency(us),HtoD_latency(us),kernel_latency(us),DtoH_latency(us),postprocess_latency(us),gpu_overhead(us),cpu_overhead
196.840,9.624,11.519,10.020,167.131,61.600,363.971
215.883,8.364,11.421,11.111,138.734,64.426,354.617
215.695,8.198,11.267,10.954,137.298,64.341,352.993
215.571,8.294,11.269,11.081,137.434,64.716,353.006
215.920,8.364,11.417,11.052,137.410,64.604,353.330
216.138,8.420,11.430,11.065,137.630,63.935,353.768
217.204,8.476,11.402,10.896,137.762,63.342,354.966
216.338,8.339,11.340,11.122,137.624,63.863,353.963
215.854,8.311,11.469,11.011,137.745,64.280,353.599
216.226,8.369,11.547,11.048,137.929,64.124,354.155
215.939,8.446,11.627,10.983,137.882,63.394,353.821
215.886,8.401,11.471,11.294,137.867,64.623,353.753
216.039,8.225,11.346,11.239,138.008,64.327,354.048
216.150,8.320,11.518,11.088,137.961,64.341,354.111
216.133,8.404,11.496,10.974,138.116,64.188,354.249
217.008,8.371,11.450,11.181,138.099,64.558,355.107
216.084,8.086,11.661,11.081,138.089,64.673,354.173
216.624,8.265,11.574,10.874,138.304,63.727,354.927
216.410,8.280,11.420,11.113,138.184,64.002,354.594
216.246,8.394,11.426,11.010,138.162,64.321,354.407
216.491,8.428,11.636,11.034,138.253,63.808,354.744
216.519,8.463,11.790,11.223,138.293,64.528,354.812
216.388,8.338,11.529,11.070,138.268,63.393,354.656
217.880,8.249,11.529,11.424,138.343,64.111,356.223
217.014,8.130,11.464,11.281,138.366,63.431,355.379
216.534,8.278,11.352,11.113,138.210,63.902,354.743
216.667,8.411,11.438,11.136,138.361,63.310,355.028
216.900,8.168,11.207,11.201,138.359,64.240,355.258
216.537,8.324,11.388,11.163,138.300,63.494,354.838
216.918,8.474,11.411,11.054,138.530,63.276,355.447
216.923,8.262,11.348,11.071,138.470,63.550,355.393
216.821,8.027,11.464,11.190,138.419,63.547,355.240
216.673,8.131,11.372,11.067,139.797,63.084,356.367
217.696,8.206,11.416,11.054,140.197,63.945,357.893
