preprocess_latency(us),HtoD_latency(us),kernel_latency(us),DtoH_latency(us),postprocess_latency(us),gpu_overhead(us),cpu_overhead
249.527,10.486,14.051,9.884,163.372,72.620,412.899
248.133,8.762,13.171,9.666,164.239,52.222,412.291
286.658,8.637,13.775,12.141,143.186,61.492,429.845
287.594,8.495,13.871,12.370,142.132,61.590,429.726
285.913,8.687,13.967,12.222,144.245,61.519,430.158
286.377,8.626,14.063,12.327,142.497,61.419,428.874
286.032,8.538,14.097,12.288,142.518,61.303,428.550
286.509,8.569,14.033,12.271,142.892,61.529,429.401
285.858,8.868,13.982,12.132,142.710,61.075,428.568
286.396,8.574,13.899,12.273,142.619,61.740,429.015
291.092,8.068,13.531,12.431,142.444,60.640,433.537
291.591,8.048,13.513,12.535,142.235,60.537,433.826
290.649,7.901,13.578,12.275,142.268,60.343,432.916
291.441,8.065,13.631,12.466,142.127,60.727,433.568
290.761,7.833,13.570,12.660,142.030,60.642,432.791
292.203,7.916,13.607,12.505,142.463,60.151,434.666
290.599,7.993,13.410,12.352,142.104,60.353,432.703
291.404,8.178,13.462,12.300,142.525,60.927,433.929
291.083,7.902,13.519,12.424,142.741,61.025,433.824
291.018,8.002,13.547,12.556,142.416,60.959,433.434
291.119,8.013,13.557,12.481,142.439,61.054,433.558
291.122,8.081,13.517,12.549,142.340,61.020,433.462
290.706,8.046,13.569,12.656,142.212,60.863,432.918
291.442,7.798,13.695,12.627,142.527,60.917,433.968
291.293,8.032,13.484,12.580,142.602,60.499,433.895
291.267,7.814,13.710,12.481,142.497,60.314,433.764
290.912,7.993,13.697,12.557,142.427,60.936,433.339
290.848,8.022,13.664,12.464,142.416,60.699,433.264
291.579,7.954,13.587,12.449,142.628,60.474,434.207
290.790,7.940,13.428,12.491,142.350,60.888,433.140
291.219,7.899,13.589,12.635,142.524,60.187,433.743
291.372,7.923,13.619,12.595,142.675,59.905,434.048
305.353,7.911,13.602,12.507,142.756,60.949,448.109
291.460,7.789,13.491,12.639,142.589,61.106,434.049
290.886,7.909,13.523,12.559,142.631,61.075,433.517
291.683,8.061,13.579,12.622,142.794,60.827,434.477
291.009,7.946,13.600,12.464,142.634,60.766,433.643
291.018,7.928,13.579,12.534,142.576,60.827,433.594
291.500,7.869,13.625,12.500,142.696,60.903,434.196
291.442,7.945,13.516,12.354,142.560,60.807,434.002
291.344,7.941,13.335,12.222,142.640,60.535,433.984
290.730,7.959,13.555,12.497,142.572,60.826,433.302
291.041,8.115,13.598,12.589,142.842,60.254,433.883
290.894,8.011,13.445,12.595,142.547,60.718,433.442
290.930,7.885,13.411,12.496,142.641,60.781,433.571
291.832,8.091,13.659,12.330,142.947,60.369,434.778
291.069,8.001,13.589,12.527,142.804,60.931,433.799
291.169,7.913,13.544,12.543,142.604,60.892,433.773
291.460,8.088,13.518,12.681,142.817,60.055,434.277
291.468,7.959,13.529,12.402,142.840,60.271,434.308
291.142,8.038,13.492,12.564,142.952,60.641,434.094
291.616,7.968,13.642,12.399,142.902,60.087,434.518
290.942,8.083,13.628,12.367,142.807,60.344,433.750
292.086,8.112,13.412,12.626,143.061,60.761,435.147
291.561,7.980,13.546,12.660,142.888,60.684,434.448
291.590,8.132,13.482,12.433,142.893,60.622,434.484
291.487,8.138,13.447,12.515,142.866,60.807,434.353
291.256,8.145,13.385,12.273,142.751,60.786,434.007
292.159,7.860,13.598,12.543,143.133,60.480,435.293
291.357,7.938,13.517,12.397,142.801,60.071,434.004
291.811,8.164,13.454,12.365,142.997,60.114,434.808
291.521,8.012,13.632,12.688,142.960,61.096,434.481
292.124,8.049,13.578,12.354,143.039,60.502,435.163
291.640,7.825,13.447,12.665,142.886,60.660,434.526
291.331,8.091,13.392,12.451,142.992,61.088,434.323
291.882,7.865,13.477,12.459,142.839,60.425,434.721
291.732,7.970,13.347,12.447,142.870,60.484,434.526
291.864,7.993,13.410,12.313,142.835,60.274,434.699
291.726,7.994,13.500,12.730,143.127,60.830,434.852
291.575,7.997,13.549,12.614,142.852,60.457,434.427
291.345,7.891,13.571,12.490,142.767,60.917,434.112
287.920,8.685,13.964,12.567,143.282,61.827,431.202
286.787,8.750,14.082,12.201,143.596,60.896,430.383
286.904,8.647,14.158,12.356,143.545,61.312,430.449
287.062,8.786,14.225,12.281,143.805,61.502,430.867
286.833,8.900,14.171,12.388,143.524,61.403,430.357
286.585,8.746,14.123,12.203,143.426,61.285,430.011
286.782,8.590,13.944,12.252,143.577,61.429,430.359
286.769,8.865,14.028,12.144,143.679,61.700,430.448
286.535,8.661,14.130,12.172,143.429,61.713,429.964
286.671,8.866,14.290,12.369,143.840,78.685,430.511
286.579,9.352,14.455,12.661,143.566,71.096,430.145
286.438,9.237,14.579,12.545,143.595,70.894,430.032
286.481,9.272,14.342,12.683,143.545,71.112,430.026
286.271,9.476,14.119,12.864,143.527,71.503,429.798
286.952,9.521,14.366,12.474,143.739,70.855,430.690
286.055,9.370,14.558,12.550,143.545,70.731,429.600
286.697,9.314,14.450,12.569,143.755,70.536,430.452
286.321,9.198,14.419,12.646,143.669,70.065,429.989
286.221,9.350,14.540,12.356,143.597,70.398,429.818
286.615,9.383,14.460,12.626,143.675,69.970,430.290
286.569,9.360,14.441,12.412,143.692,70.437,430.261
296.099,9.147,14.269,12.689,143.288,71.132,439.388
291.317,8.747,13.861,12.917,142.760,69.920,434.077
290.982,9.252,13.654,12.971,142.750,71.212,433.732
291.299,9.067,13.745,12.908,142.929,70.049,434.228
291.473,8.930,14.097,12.825,142.870,70.344,434.344
291.206,8.959,13.878,12.871,142.748,70.449,433.954
291.346,8.730,13.907,12.742,142.896,69.423,434.241
291.266,8.843,13.921,12.775,142.818,70.019,434.083
291.516,8.537,13.927,12.824,142.913,69.633,434.429
292.032,8.846,13.974,13.036,143.063,69.555,435.095
291.835,8.854,13.985,13.101,143.111,70.153,434.945
291.283,9.281,13.621,12.787,142.756,70.818,434.040
291.546,9.373,13.647,12.739,142.845,70.650,434.392
292.041,9.253,13.736,12.771,143.087,69.966,435.127
291.460,9.327,13.701,12.918,142.981,69.994,434.441
291.238,9.114,13.637,12.677,142.942,69.900,434.180
291.640,9.293,13.567,12.828,143.099,70.342,434.739
291.508,9.063,13.717,12.699,143.075,70.119,434.582
291.901,9.162,13.784,12.675,143.013,69.648,434.914
291.704,9.102,13.727,13.038,142.974,69.714,434.677
291.497,9.129,13.625,12.620,142.922,70.311,434.419
291.669,9.117,13.660,12.644,142.971,69.743,434.640
291.179,9.246,13.748,13.117,142.831,70.481,434.009
291.427,9.202,13.709,12.802,142.886,70.201,434.313
291.651,9.205,13.707,12.726,142.878,70.754,434.529
291.613,9.246,13.657,12.681,143.040,69.980,434.653
292.039,9.143,13.816,12.969,142.903,70.599,434.942
291.676,9.180,13.664,12.926,143.081,70.448,434.757
292.166,8.867,13.628,12.967,143.090,70.309,435.256
291.411,9.046,13.768,12.951,142.989,70.795,434.400
291.625,9.157,13.783,12.819,142.936,69.998,434.562
292.504,9.336,13.728,12.802,142.967,70.986,435.471
291.685,9.064,13.615,12.831,142.933,69.931,434.618
292.025,9.171,13.653,12.839,143.109,70.278,435.134
291.563,8.753,14.009,12.999,142.880,70.070,434.443
291.786,8.710,13.906,12.803,143.042,69.612,434.829
291.862,9.199,13.615,12.820,142.919,70.664,434.782
291.997,9.122,13.652,12.939,143.041,70.715,435.038
291.388,9.263,13.669,12.955,142.935,70.372,434.323
291.811,9.156,13.687,12.810,143.030,69.515,434.841
291.495,9.277,13.643,12.872,142.881,70.418,434.376
291.895,9.111,13.725,12.977,143.146,70.199,435.041
291.958,9.014,13.977,12.991,142.986,69.674,434.943
291.805,9.181,13.611,12.872,142.914,70.334,434.719
291.998,9.069,13.631,12.978,143.089,70.234,435.012
291.440,9.081,13.603,13.079,142.674,70.769,434.115
292.021,9.127,13.840,12.730,143.071,69.957,435.092
291.829,9.173,13.740,12.947,143.023,69.874,434.852
291.886,9.283,13.545,12.884,143.057,70.561,434.943
291.789,9.193,13.668,12.865,142.944,70.191,434.734
291.904,9.077,13.736,13.062,142.979,70.257,434.883
291.646,8.985,13.779,12.839,142.930,69.652,434.575
291.560,9.294,13.678,12.984,142.874,70.365,434.433
291.596,9.049,13.637,12.983,142.865,70.318,434.461
291.977,8.993,13.678,12.736,143.057,69.321,435.034
291.675,9.196,13.703,12.986,142.949,70.007,434.549
292.015,9.125,13.639,12.673,142.958,69.921,434.973
291.663,9.192,13.600,12.701,143.040,69.883,434.703
291.830,9.033,13.680,12.985,142.998,70.827,434.828
291.595,9.124,13.761,13.041,142.915,70.221,434.510
291.818,9.167,13.803,13.049,143.048,69.992,434.866
291.785,9.153,13.644,13.001,143.051,70.336,434.835
291.809,8.936,13.648,12.839,142.849,70.232,434.658
291.676,8.954,13.776,12.846,142.873,69.985,434.549
291.835,8.850,13.637,12.596,143.084,70.182,434.918
291.722,9.367,13.663,12.897,142.953,70.408,434.675
291.966,9.006,13.768,12.671,142.948,69.366,434.914
291.772,8.837,13.738,12.723,142.962,70.339,434.734
291.765,9.147,13.643,12.789,143.026,70.641,434.790
292.045,9.158,13.637,12.789,143.099,69.770,435.144
292.173,9.209,13.754,12.950,143.048,69.809,435.222
288.587,9.265,13.936,12.277,143.170,70.804,431.756
287.386,9.441,13.726,12.311,143.265,71.974,430.652
287.029,9.599,13.927,12.620,143.500,71.219,430.529
287.497,9.573,13.847,12.474,143.426,71.520,430.923
287.378,9.544,13.963,12.331,143.254,70.965,430.631
287.603,9.305,13.855,12.500,143.458,72.078,431.061
287.504,9.618,13.718,12.365,143.383,71.246,430.887
287.651,9.376,13.868,12.484,143.330,71.297,430.982
287.513,9.315,13.696,12.356,143.166,71.792,430.679
287.392,9.415,13.951,12.493,143.315,71.772,430.707
287.603,9.408,13.756,12.467,143.547,71.710,431.150
287.692,9.395,13.913,12.407,143.338,72.005,431.030
287.254,9.556,13.742,12.400,143.249,71.152,430.502
287.589,9.672,14.075,12.247,143.552,70.451,431.141
287.014,9.138,13.966,12.428,143.212,71.471,430.226
287.528,9.065,14.119,12.467,143.516,71.439,431.045
287.705,9.020,14.382,12.414,143.617,71.193,431.322
287.451,9.159,14.074,12.324,143.367,71.313,430.818
287.625,9.017,14.088,12.427,143.425,71.218,431.050
287.936,9.109,14.288,12.526,143.384,71.189,431.319
287.215,9.271,14.107,12.540,143.378,71.152,430.593
287.048,9.433,13.952,12.460,143.253,71.363,430.301
287.335,9.160,14.141,12.369,143.122,70.791,430.458
287.466,9.298,14.160,12.284,143.350,70.604,430.815
