preprocess_latency(us),HtoD_latency(us),kernel_latency(us),DtoH_latency(us),postprocess_latency(us),gpu_overhead(us),cpu_overhead
0.000,0.000,0.000,0.000,0.000,0.000,272.170
0.000,0.000,0.000,0.000,0.000,0.000,274.292
0.000,0.000,0.000,0.000,0.000,0.000,273.132
0.000,0.000,0.000,0.000,0.000,0.000,273.163
0.000,0.000,0.000,0.000,0.000,0.000,273.332
0.000,0.000,0.000,0.000,0.000,0.000,275.273
0.000,0.000,0.000,0.000,0.000,0.000,275.441
0.000,0.000,0.000,0.000,0.000,0.000,274.293
0.000,0.000,0.000,0.000,0.000,0.000,274.070
0.000,0.000,0.000,0.000,0.000,0.000,274.002
0.000,0.000,0.000,0.000,0.000,0.000,273.112
0.000,0.000,0.000,0.000,0.000,0.000,274.567
0.000,0.000,0.000,0.000,0.000,0.000,274.409
0.000,0.000,0.000,0.000,0.000,0.000,273.656
0.000,0.000,0.000,0.000,0.000,0.000,273.086
0.000,0.000,0.000,0.000,0.000,0.000,273.168
0.000,0.000,0.000,0.000,0.000,0.000,272.999
0.000,0.000,0.000,0.000,0.000,0.000,273.278
0.000,0.000,0.000,0.000,0.000,0.000,273.305
0.000,0.000,0.000,0.000,0.000,0.000,278.763
0.000,0.000,0.000,0.000,0.000,0.000,274.432
0.000,0.000,0.000,0.000,0.000,0.000,274.627
0.000,0.000,0.000,0.000,0.000,0.000,274.610
0.000,0.000,0.000,0.000,0.000,0.000,274.541
0.000,0.000,0.000,0.000,0.000,0.000,274.243
0.000,0.000,0.000,0.000,0.000,0.000,274.296
0.000,0.000,0.000,0.000,0.000,0.000,274.343
0.000,0.000,0.000,0.000,0.000,0.000,274.332
0.000,0.000,0.000,0.000,0.000,0.000,274.164
0.000,0.000,0.000,0.000,0.000,0.000,274.532
0.000,0.000,0.000,0.000,0.000,0.000,274.377
0.000,0.000,0.000,0.000,0.000,0.000,274.491
0.000,0.000,0.000,0.000,0.000,0.000,274.258
0.000,0.000,0.000,0.000,0.000,0.000,274.642
0.000,0.000,0.000,0.000,0.000,0.000,281.758
0.000,0.000,0.000,0.000,0.000,0.000,274.744
0.000,0.000,0.000,0.000,0.000,0.000,274.307
0.000,0.000,0.000,0.000,0.000,0.000,275.226
0.000,0.000,0.000,0.000,0.000,0.000,274.054
0.000,0.000,0.000,0.000,0.000,0.000,273.259
0.000,0.000,0.000,0.000,0.000,0.000,273.076
0.000,0.000,0.000,0.000,0.000,0.000,273.238
0.000,0.000,0.000,0.000,0.000,0.000,273.323
0.000,0.000,0.000,0.000,0.000,0.000,273.132
0.000,0.000,0.000,0.000,0.000,0.000,273.364
0.000,0.000,0.000,0.000,0.000,0.000,273.045
0.000,0.000,0.000,0.000,0.000,0.000,273.354
0.000,0.000,0.000,0.000,0.000,0.000,273.076
0.000,0.000,0.000,0.000,0.000,0.000,273.370
0.000,0.000,0.000,0.000,0.000,0.000,273.299
0.000,0.000,0.000,0.000,0.000,0.000,273.294
0.000,0.000,0.000,0.000,0.000,0.000,272.936
0.000,0.000,0.000,0.000,0.000,0.000,273.286
0.000,0.000,0.000,0.000,0.000,0.000,273.663
0.000,0.000,0.000,0.000,0.000,0.000,273.135
0.000,0.000,0.000,0.000,0.000,0.000,273.307
0.000,0.000,0.000,0.000,0.000,0.000,273.991
0.000,0.000,0.000,0.000,0.000,0.000,275.619
0.000,0.000,0.000,0.000,0.000,0.000,274.748
0.000,0.000,0.000,0.000,0.000,0.000,274.647
0.000,0.000,0.000,0.000,0.000,0.000,274.875
0.000,0.000,0.000,0.000,0.000,0.000,274.798
0.000,0.000,0.000,0.000,0.000,0.000,274.760
0.000,0.000,0.000,0.000,0.000,0.000,274.561
0.000,0.000,0.000,0.000,0.000,0.000,274.764
0.000,0.000,0.000,0.000,0.000,0.000,274.686
0.000,0.000,0.000,0.000,0.000,0.000,274.647
0.000,0.000,0.000,0.000,0.000,0.000,274.323
0.000,0.000,0.000,0.000,0.000,0.000,274.318
0.000,0.000,0.000,0.000,0.000,0.000,274.546
0.000,0.000,0.000,0.000,0.000,0.000,274.623
0.000,0.000,0.000,0.000,0.000,0.000,274.694
0.000,0.000,0.000,0.000,0.000,0.000,274.813
0.000,0.000,0.000,0.000,0.000,0.000,274.629
0.000,0.000,0.000,0.000,0.000,0.000,275.378
0.000,0.000,0.000,0.000,0.000,0.000,274.468
0.000,0.000,0.000,0.000,0.000,0.000,274.539
0.000,0.000,0.000,0.000,0.000,0.000,274.465
0.000,0.000,0.000,0.000,0.000,0.000,274.681
0.000,0.000,0.000,0.000,0.000,0.000,275.701
0.000,0.000,0.000,0.000,0.000,0.000,275.374
0.000,0.000,0.000,0.000,0.000,0.000,274.634
0.000,0.000,0.000,0.000,0.000,0.000,274.853
0.000,0.000,0.000,0.000,0.000,0.000,274.648
0.000,0.000,0.000,0.000,0.000,0.000,274.768
0.000,0.000,0.000,0.000,0.000,0.000,274.323
0.000,0.000,0.000,0.000,0.000,0.000,274.619
0.000,0.000,0.000,0.000,0.000,0.000,274.397
0.000,0.000,0.000,0.000,0.000,0.000,274.696
0.000,0.000,0.000,0.000,0.000,0.000,274.825
0.000,0.000,0.000,0.000,0.000,0.000,274.641
0.000,0.000,0.000,0.000,0.000,0.000,274.798
0.000,0.000,0.000,0.000,0.000,0.000,274.219
0.000,0.000,0.000,0.000,0.000,0.000,274.667
0.000,0.000,0.000,0.000,0.000,0.000,274.828
0.000,0.000,0.000,0.000,0.000,0.000,275.461
0.000,0.000,0.000,0.000,0.000,0.000,274.837
0.000,0.000,0.000,0.000,0.000,0.000,274.878
0.000,0.000,0.000,0.000,0.000,0.000,274.417
0.000,0.000,0.000,0.000,0.000,0.000,274.843
0.000,0.000,0.000,0.000,0.000,0.000,274.930
0.000,0.000,0.000,0.000,0.000,0.000,275.066
0.000,0.000,0.000,0.000,0.000,0.000,274.566
0.000,0.000,0.000,0.000,0.000,0.000,274.540
0.000,0.000,0.000,0.000,0.000,0.000,274.701
0.000,0.000,0.000,0.000,0.000,0.000,274.578
0.000,0.000,0.000,0.000,0.000,0.000,274.814
0.000,0.000,0.000,0.000,0.000,0.000,274.665
0.000,0.000,0.000,0.000,0.000,0.000,274.597
0.000,0.000,0.000,0.000,0.000,0.000,274.868
0.000,0.000,0.000,0.000,0.000,0.000,274.994
0.000,0.000,0.000,0.000,0.000,0.000,274.988
0.000,0.000,0.000,0.000,0.000,0.000,274.481
0.000,0.000,0.000,0.000,0.000,0.000,274.897
0.000,0.000,0.000,0.000,0.000,0.000,274.745
0.000,0.000,0.000,0.000,0.000,0.000,274.770
0.000,0.000,0.000,0.000,0.000,0.000,274.463
0.000,0.000,0.000,0.000,0.000,0.000,274.614
0.000,0.000,0.000,0.000,0.000,0.000,274.692
0.000,0.000,0.000,0.000,0.000,0.000,274.690
0.000,0.000,0.000,0.000,0.000,0.000,274.441
0.000,0.000,0.000,0.000,0.000,0.000,274.494
0.000,0.000,0.000,0.000,0.000,0.000,274.777
0.000,0.000,0.000,0.000,0.000,0.000,274.403
0.000,0.000,0.000,0.000,0.000,0.000,274.440
0.000,0.000,0.000,0.000,0.000,0.000,274.340
0.000,0.000,0.000,0.000,0.000,0.000,274.022
0.000,0.000,0.000,0.000,0.000,0.000,274.276
0.000,0.000,0.000,0.000,0.000,0.000,274.557
0.000,0.000,0.000,0.000,0.000,0.000,274.635
0.000,0.000,0.000,0.000,0.000,0.000,274.621
0.000,0.000,0.000,0.000,0.000,0.000,274.422
0.000,0.000,0.000,0.000,0.000,0.000,274.289
0.000,0.000,0.000,0.000,0.000,0.000,274.615
0.000,0.000,0.000,0.000,0.000,0.000,274.572
0.000,0.000,0.000,0.000,0.000,0.000,274.600
0.000,0.000,0.000,0.000,0.000,0.000,274.501
0.000,0.000,0.000,0.000,0.000,0.000,274.538
0.000,0.000,0.000,0.000,0.000,0.000,274.467
0.000,0.000,0.000,0.000,0.000,0.000,274.661
