preprocess_latency(us),HtoD_latency(us),kernel_latency(us),DtoH_latency(us),postprocess_latency(us),gpu_overhead(us),cpu_overhead
222.249,26.548,28.312,75.126,187.616,436.887,409.866
222.313,32.483,30.141,76.468,188.688,451.193,411.001
222.738,30.210,28.832,77.770,189.164,453.503,411.902
222.638,38.938,28.246,79.479,189.111,469.439,411.749
219.700,29.145,29.477,71.217,188.912,453.689,408.612
216.506,32.272,28.834,71.492,189.108,447.381,405.614
216.573,30.998,26.354,73.718,188.909,438.932,405.482
216.704,26.898,26.526,75.098,188.873,431.688,405.577
223.297,28.505,27.456,77.213,188.882,434.443,412.180
222.439,31.297,28.478,77.991,188.704,456.632,411.143
218.464,30.061,28.495,72.336,188.483,435.703,406.946
216.662,29.405,28.201,75.375,189.100,445.597,405.762
222.480,28.317,28.011,75.805,188.715,440.190,411.195
222.894,31.456,29.708,84.617,188.911,452.382,411.806
222.551,34.201,28.962,76.878,188.851,463.890,411.402
222.499,28.558,26.302,84.701,188.778,451.406,411.276
222.742,31.688,29.303,77.949,189.357,457.479,412.099
222.678,31.847,28.526,81.226,188.960,459.696,411.638
226.959,29.753,24.924,71.374,188.471,431.260,415.430
216.564,30.285,29.668,71.133,188.935,446.876,405.499
217.020,31.553,28.247,79.643,189.139,446.991,406.160
216.867,35.764,28.369,79.062,189.401,464.584,406.269
216.417,30.715,28.818,72.539,189.431,439.690,405.848
216.566,27.391,27.818,73.958,188.783,434.532,405.219
216.513,30.551,28.978,71.575,189.055,440.845,405.568
216.429,29.622,27.713,73.730,188.826,440.091,405.255
216.481,30.076,26.331,74.795,188.831,437.846,405.312
216.360,30.848,26.419,70.718,188.756,437.096,405.116
216.812,30.342,27.717,73.555,189.552,449.431,406.364
216.431,31.885,26.761,76.565,188.843,445.534,405.274
216.496,27.876,28.183,69.859,188.775,427.016,405.270
222.130,28.797,31.561,82.447,188.526,446.633,410.656
221.308,27.798,26.044,71.750,187.594,435.798,408.902
221.705,28.498,31.890,73.546,188.185,464.112,409.890
221.573,27.941,29.829,75.095,188.028,446.205,409.601
221.009,32.597,25.263,72.545,187.393,429.416,408.402
221.111,29.562,28.363,77.173,187.617,430.853,408.728
222.641,30.602,30.462,78.992,188.484,444.574,411.126
222.693,28.852,26.669,78.943,188.836,446.465,411.529
222.850,27.624,26.551,80.926,188.987,445.788,411.837
222.965,36.456,32.443,80.204,189.014,452.194,411.979
223.040,33.084,28.693,81.345,188.944,462.286,411.985
222.791,34.390,29.075,78.050,190.170,448.496,412.961
222.966,33.930,26.974,83.652,189.122,454.802,412.088
222.538,27.359,27.605,78.993,188.652,433.840,411.190
223.134,30.341,31.769,84.119,189.045,461.674,412.180
222.718,32.034,26.564,78.691,189.059,441.645,411.777
222.878,29.375,30.555,79.148,188.958,448.998,411.836
222.963,32.498,29.000,78.984,189.049,457.269,412.011
223.076,31.593,28.460,82.766,189.201,461.463,412.277
222.923,33.727,26.754,77.256,189.107,449.008,412.030
222.775,29.502,29.455,77.148,189.034,447.779,411.809
222.893,28.757,30.248,79.901,189.056,461.336,411.949
223.147,32.362,29.664,80.352,189.193,452.291,412.340
223.030,30.235,29.457,79.927,189.103,455.551,412.133
221.859,32.146,29.868,73.038,188.825,436.130,410.684
221.819,27.946,33.844,77.929,187.943,450.667,409.762
221.504,31.631,28.287,77.391,187.745,445.017,409.111
221.403,29.563,28.159,72.507,187.662,427.405,409.065
221.348,28.009,30.611,76.821,187.770,439.021,409.117
221.865,29.639,27.939,79.425,187.850,447.698,409.714
221.707,26.776,26.514,74.126,187.994,442.776,409.701
221.565,30.718,25.733,71.200,187.747,440.546,409.312
221.461,30.042,25.893,76.277,187.742,444.341,409.203
221.571,30.749,28.114,71.731,187.836,439.603,409.268
221.729,30.978,27.991,72.658,187.974,443.462,409.703
221.053,29.150,25.943,73.804,187.534,432.574,408.587
221.252,29.591,26.059,68.668,187.652,426.670,408.904
221.296,30.077,32.483,73.010,187.626,435.870,408.922
221.547,31.145,27.621,68.679,187.753,442.876,409.300
221.560,34.663,28.236,73.494,187.732,446.913,409.292
221.786,29.184,27.716,73.012,187.907,445.942,409.693
221.271,27.236,29.634,76.784,187.455,434.125,408.726
221.758,28.419,26.970,71.268,188.225,452.156,409.983
221.160,28.604,27.106,75.896,187.587,427.356,408.747
221.396,29.685,29.142,68.936,187.827,430.785,409.223
221.283,27.578,26.609,71.479,187.619,433.942,408.901
221.954,31.811,28.860,74.670,188.158,450.763,410.111
221.297,29.216,26.498,75.308,187.797,434.985,409.095
221.336,31.260,26.772,68.194,187.780,425.081,409.116
221.385,27.718,27.575,71.121,187.734,434.175,409.119
