preprocess_latency(us),HtoD_latency(us),kernel_latency(us),DtoH_latency(us),postprocess_latency(us),gpu_overhead(us),cpu_overhead
356.158,9.253,6.927,13.444,179.826,75.507,535.984
356.587,9.313,6.897,13.403,179.710,76.107,536.297
356.468,9.250,6.922,13.261,179.591,75.905,536.059
355.510,9.236,6.859,13.577,179.658,75.225,535.169
356.200,9.186,6.859,13.526,179.632,75.415,535.832
356.690,9.196,6.877,13.391,179.617,74.381,536.307
355.848,9.218,6.877,13.465,180.171,74.777,536.019
356.847,9.311,6.907,13.325,179.608,75.488,536.455
356.867,9.318,6.877,13.505,179.724,75.826,536.591
357.263,9.443,6.950,13.411,179.822,75.746,537.085
356.936,9.201,6.762,13.410,179.717,75.609,536.653
356.992,9.041,6.904,13.517,179.696,75.473,536.688
356.638,9.301,6.816,13.411,179.588,76.327,536.227
357.627,9.328,6.947,13.337,179.844,74.810,537.471
356.463,9.104,6.939,13.258,179.591,75.649,536.054
356.755,9.325,6.872,13.418,179.648,75.824,536.307
356.884,9.343,6.969,13.291,179.711,75.663,536.595
357.365,9.364,6.933,13.371,179.767,75.901,537.132
356.852,9.004,6.906,13.524,179.580,75.427,536.432
356.247,9.948,6.874,13.305,180.429,76.365,536.676
357.402,9.455,6.849,13.460,179.653,76.716,537.054
356.973,9.239,6.898,12.996,179.663,75.041,536.637
356.175,9.286,6.886,13.259,179.545,75.277,535.720
357.416,9.158,6.968,13.323,179.748,75.503,537.164
357.120,9.354,6.736,13.547,179.843,76.416,536.963
357.402,9.365,6.902,13.195,179.572,76.087,536.974
353.854,8.944,6.785,13.337,179.163,73.180,533.017
352.500,8.942,6.816,13.038,178.750,70.989,531.250
352.716,8.645,6.657,13.327,178.960,70.144,531.676
352.892,8.972,6.782,13.409,179.035,71.356,531.928
353.027,8.909,6.816,13.057,178.865,71.116,531.892
353.015,9.009,6.760,13.149,178.841,72.033,531.856
352.461,9.194,6.715,13.061,178.822,71.393,531.283
352.381,9.142,6.808,13.131,178.936,71.414,531.317
352.835,8.966,6.623,13.170,179.040,70.592,531.875
364.981,8.932,7.011,13.214,179.042,85.899,544.023
352.312,8.957,7.075,12.998,178.827,76.550,531.139
353.493,9.086,7.138,13.193,179.108,77.066,532.601
352.241,8.843,7.160,13.219,178.982,76.465,531.223
352.793,8.786,7.056,12.983,178.995,76.996,531.430
352.768,8.999,7.069,13.110,179.062,76.391,531.830
353.071,9.088,7.150,13.005,179.006,76.189,532.077
352.777,8.969,7.062,12.912,179.010,75.464,531.787
352.398,9.042,7.162,13.224,179.035,77.826,531.433
352.683,8.736,7.091,13.072,178.980,75.894,531.664
352.420,9.112,7.030,13.223,179.097,76.252,531.517
352.701,8.936,7.050,13.169,178.963,76.232,531.665
362.569,8.737,7.031,13.325,179.228,78.784,541.797
356.975,9.341,7.393,13.745,179.977,81.635,536.951
356.894,9.327,7.437,13.380,179.625,80.914,536.519
356.778,9.317,7.417,13.559,179.961,80.539,536.739
356.511,9.556,7.294,13.399,179.851,81.135,536.362
357.232,9.349,7.326,13.291,179.722,80.534,536.954
356.609,9.349,7.239,13.375,179.763,80.431,536.372
357.057,9.314,7.450,13.475,179.928,81.018,536.985
356.685,9.291,7.369,13.358,179.749,80.574,536.305
357.277,9.235,7.306,13.411,179.979,80.796,537.257
357.861,9.467,7.345,13.351,179.911,80.189,537.773
357.112,9.207,7.442,13.465,179.826,79.561,536.938
357.442,9.241,7.405,13.329,179.950,80.670,537.392
357.274,9.219,7.283,13.311,179.906,80.529,537.180
357.082,9.275,7.327,13.423,179.919,79.391,537.001
357.075,9.315,7.436,13.289,179.913,79.625,536.988
356.899,9.102,7.279,13.538,179.879,80.173,536.778
357.487,9.197,7.478,13.638,179.868,80.450,537.354
357.013,9.368,7.357,13.622,179.869,79.882,536.883
357.190,9.294,7.512,13.409,179.844,79.363,537.035
356.866,9.233,7.427,13.128,179.734,80.135,536.600
356.961,9.204,7.404,13.208,179.968,79.415,536.928
356.944,9.286,7.425,13.480,179.730,80.922,536.673
356.596,9.101,7.333,13.562,180.350,81.072,536.946
356.917,9.207,7.357,13.386,179.685,80.739,536.602
357.369,9.131,7.515,13.346,179.766,80.710,537.136
357.495,9.313,7.458,13.302,179.951,80.390,537.446
357.695,9.200,7.420,13.357,179.815,80.341,537.510
357.662,9.200,7.357,13.421,179.891,79.963,537.553
357.527,9.270,7.334,13.458,179.694,80.008,537.221
357.156,9.375,7.391,13.252,179.821,80.668,536.977
358.149,9.323,7.358,13.223,179.766,80.596,537.915
357.233,9.234,7.499,13.369,179.748,79.758,536.981
357.748,9.390,7.418,13.386,179.904,81.080,537.651
357.428,9.269,7.402,13.295,179.834,79.663,537.262
357.255,9.184,7.274,13.279,179.761,80.159,537.016
357.390,9.295,7.423,13.320,179.786,80.627,537.177
357.909,9.263,7.369,13.246,179.811,80.464,537.721
357.390,9.153,7.508,13.338,179.711,79.724,537.101
357.079,9.128,7.463,13.361,179.877,79.453,536.955
356.772,9.097,7.377,13.611,179.626,80.385,536.398
357.737,9.269,7.508,13.513,179.887,79.463,537.486
357.645,9.518,7.345,13.266,179.934,79.655,537.578
357.148,9.326,7.357,13.428,179.662,80.664,536.810
357.520,9.033,7.368,13.285,179.908,79.818,537.428
356.975,9.324,7.487,13.596,179.723,80.658,536.698
357.204,9.295,7.380,13.396,179.769,79.240,536.973
357.781,9.494,7.369,13.432,179.864,79.712,537.645
357.208,9.063,7.496,13.147,179.706,80.406,536.914
357.314,9.233,7.370,13.443,179.968,80.498,537.283
357.700,9.379,7.394,13.248,179.865,79.678,537.468
356.452,9.596,7.485,13.415,180.307,80.548,536.759
357.596,9.348,7.535,13.556,179.782,80.811,537.377
357.874,9.314,7.419,13.356,179.720,80.234,537.594
357.087,9.333,7.549,13.533,179.907,80.643,536.993
357.447,9.383,7.511,13.160,179.802,80.233,537.250
357.202,9.101,7.393,13.422,179.795,79.631,536.997
357.567,9.218,7.418,13.371,179.793,79.817,537.359
357.051,9.267,7.486,13.596,179.821,81.102,536.872
357.420,9.079,7.442,13.389,179.739,80.363,537.159
357.703,9.417,7.556,13.505,179.924,80.273,537.532
356.863,9.339,7.459,13.487,179.765,80.593,536.628
357.235,9.333,7.491,13.415,179.800,80.639,537.034
357.492,9.241,7.372,13.432,179.696,80.687,537.189
357.703,9.293,7.459,13.540,179.849,81.016,537.551
357.946,9.203,7.483,13.249,179.683,80.196,537.629
357.443,9.376,7.679,13.334,179.857,80.901,537.301
357.809,9.302,7.420,13.578,179.783,80.593,537.592
358.294,9.351,7.482,13.401,179.813,81.477,538.108
357.851,9.280,7.425,13.362,179.687,80.230,537.538
358.046,9.256,7.408,13.528,179.914,80.754,537.960
355.141,9.335,7.335,13.191,178.734,78.785,533.780
354.174,9.144,7.151,12.859,178.748,76.738,532.922
354.271,8.974,7.297,13.179,178.721,76.581,532.993
354.203,9.267,7.309,13.072,178.766,76.927,532.875
353.628,8.955,7.219,13.232,178.769,76.541,532.396
355.218,8.933,7.169,13.161,178.856,77.448,534.075
354.000,9.173,7.180,13.413,178.864,77.891,532.864
353.727,9.069,7.084,13.095,178.793,77.711,532.520
353.942,9.208,7.338,13.072,178.811,77.455,532.753
354.406,9.085,7.167,13.243,178.722,77.258,533.129
354.694,9.223,7.300,13.130,178.778,76.897,533.473
354.648,9.140,7.201,13.127,178.873,77.035,533.521
354.172,9.289,7.368,13.333,178.876,78.128,533.048
354.234,9.163,7.305,13.183,178.694,77.397,532.928
353.720,9.166,7.158,13.126,178.711,77.832,532.432
354.696,9.270,7.244,13.132,178.809,77.865,533.504
354.402,9.203,7.169,13.260,178.961,77.690,533.364
354.357,8.927,7.157,13.031,178.795,76.865,533.152
354.445,9.452,7.153,13.098,178.799,79.123,533.244
354.537,9.276,7.284,13.246,178.771,78.083,533.308
353.183,9.245,7.283,13.143,179.258,77.043,532.441
353.593,9.096,7.143,13.207,178.793,77.330,532.386
353.594,9.194,7.131,13.200,178.821,77.236,532.415
353.985,9.064,7.191,13.312,178.908,76.379,532.893
353.553,9.176,7.220,12.887,178.799,77.206,532.352
354.081,9.009,7.141,12.774,178.811,78.221,532.892
354.511,9.121,7.187,13.276,178.751,78.026,533.262
353.785,9.030,7.157,13.136,178.878,77.120,532.663
353.314,9.074,7.148,13.138,178.836,77.031,532.150
354.430,9.216,7.186,13.104,178.971,76.424,533.401
354.099,9.026,7.317,13.062,178.797,77.422,532.896
354.675,9.174,7.289,13.239,178.836,77.608,533.414
354.352,8.979,7.155,13.251,178.897,77.163,533.249
354.437,9.130,7.292,12.960,178.654,77.905,533.091
354.906,8.983,7.237,12.776,178.839,76.363,533.745
354.591,9.207,7.333,13.103,178.894,77.124,533.485
353.707,9.362,7.313,13.237,178.730,77.401,532.436
353.849,9.140,7.248,13.057,178.854,77.052,532.703
353.469,9.236,7.245,13.267,178.687,77.613,532.156
354.153,8.970,7.228,13.268,178.746,76.228,532.900
354.035,9.266,7.369,13.109,178.893,77.502,532.928
353.516,9.092,7.205,12.967,178.711,78.164,532.227
354.354,9.002,7.226,13.141,178.789,76.633,533.019
353.791,9.185,7.341,13.255,178.878,76.927,532.669
353.311,9.037,7.197,13.303,178.855,77.851,532.166
354.052,9.082,7.211,13.249,178.818,77.144,532.870
362.878,9.139,7.176,13.571,178.957,78.184,541.836
357.573,9.147,7.404,13.453,179.784,80.627,537.358
357.286,9.330,7.476,13.063,179.680,80.496,536.966
357.455,9.214,7.506,13.278,179.784,80.363,537.239
357.785,9.162,7.440,13.534,179.759,80.556,537.543
357.397,9.246,7.619,13.193,179.818,80.014,537.215
357.704,9.239,7.464,13.544,179.794,80.943,537.499
357.671,9.198,7.434,13.326,179.820,80.535,537.491
357.228,9.231,7.414,13.395,179.826,80.367,536.958
357.172,9.448,7.353,13.367,179.799,81.182,536.970
357.426,9.544,7.373,13.460,179.831,81.078,537.258
356.977,9.425,7.308,13.137,179.958,80.419,536.935
357.025,9.382,7.443,13.358,179.757,80.483,536.782
356.908,9.422,7.333,13.100,180.013,79.097,536.922
357.829,9.125,7.429,13.408,179.804,79.739,537.633
357.678,9.155,7.413,13.446,179.901,79.902,537.579
357.348,9.190,7.374,13.490,179.640,80.836,536.988
357.258,9.331,7.412,13.272,179.639,80.497,536.898
357.432,9.323,7.464,13.424,179.887,80.008,537.318
356.977,9.289,7.441,13.300,179.646,80.813,536.623
357.883,9.341,7.432,13.446,179.761,80.815,537.643
356.585,9.279,7.413,13.371,179.832,80.164,536.321
357.304,9.304,7.360,13.171,179.642,80.511,536.946
357.574,9.039,7.321,13.442,179.789,80.288,537.362
358.339,9.121,7.397,13.433,179.951,80.043,538.291
357.757,9.406,7.436,13.509,179.824,79.154,537.580
358.118,9.287,7.517,13.428,179.879,79.881,537.997
357.793,9.135,7.411,13.445,179.972,81.078,537.765
357.685,9.393,7.461,13.384,179.920,81.838,537.605
358.278,9.388,7.407,13.146,179.868,80.646,538.146
358.341,9.197,7.493,13.642,179.807,80.973,538.148
357.668,9.418,7.472,13.583,179.918,81.453,537.586
358.230,9.050,7.325,13.360,179.917,81.041,538.147
358.104,9.516,7.463,13.474,179.941,80.977,538.044
357.811,9.107,7.360,13.401,179.828,80.833,537.639
358.122,9.394,7.470,13.382,180.015,81.213,538.137
357.965,9.281,7.496,13.319,179.802,82.076,537.767
358.271,9.287,7.610,13.410,179.884,80.313,538.155
357.404,9.389,7.460,13.315,179.807,80.597,537.211
358.137,9.388,7.488,13.524,179.913,80.976,538.050
358.090,9.159,7.446,13.526,179.986,80.132,538.077
357.671,9.144,7.487,13.593,179.924,80.182,537.595
357.565,9.126,7.478,13.500,179.700,79.822,537.265
357.551,9.112,7.430,13.534,179.807,79.951,537.358
358.540,9.259,7.352,13.470,180.057,80.536,538.597
357.494,9.334,7.541,13.660,179.788,80.399,537.282
357.728,9.505,7.456,13.486,179.903,81.416,537.631
357.534,9.390,7.422,13.360,179.919,81.166,537.453
357.888,9.125,7.555,13.530,179.900,80.111,537.788
358.110,9.375,7.562,13.607,179.994,80.204,538.104
357.687,9.352,7.519,13.391,179.888,80.085,537.575
357.651,9.172,7.432,13.554,179.765,81.794,537.417
358.485,9.260,7.495,13.454,180.038,80.392,538.523
357.268,9.290,7.509,13.492,179.932,80.297,537.200
357.601,9.260,7.463,13.284,179.857,80.837,537.459
357.165,9.107,7.395,13.187,179.770,80.751,536.935
357.560,9.057,7.400,13.564,179.889,79.850,537.450
358.274,9.105,7.402,13.272,179.901,80.757,538.175
357.695,9.624,7.461,13.530,179.808,80.445,537.504
357.846,9.293,7.401,13.432,179.961,80.960,537.807
358.183,9.175,7.463,13.249,179.901,80.085,538.084
358.466,9.423,7.501,13.524,179.876,81.142,538.342
357.556,9.279,7.364,13.761,179.940,81.005,537.495
357.593,9.438,7.412,13.514,179.923,80.616,537.516
358.251,9.448,7.442,13.515,179.784,81.156,538.035
358.256,9.462,7.378,13.470,179.954,80.769,538.211
357.588,9.402,7.282,13.203,179.781,80.083,537.368
357.189,9.290,7.396,13.429,180.569,80.394,537.660
357.773,9.248,7.409,13.257,179.747,80.732,537.519
357.641,9.436,7.314,13.530,179.911,79.813,537.552
357.010,9.492,7.401,13.420,179.769,80.972,536.780
358.352,9.247,7.340,13.427,179.992,79.837,538.344
357.024,9.344,7.326,13.487,179.799,81.039,536.823
357.676,9.400,7.365,13.283,179.905,79.960,537.582
358.272,9.254,7.444,13.302,179.997,79.668,538.269
357.727,9.024,7.331,13.461,179.890,79.858,537.617
357.431,8.971,7.383,13.144,180.088,80.217,537.519
357.112,9.348,7.388,13.397,179.717,79.748,536.828
358.214,9.306,7.383,13.564,180.013,79.835,538.227
357.643,9.523,7.481,13.320,179.871,79.560,537.515
357.611,9.349,7.557,13.535,179.913,80.580,537.523
357.030,9.336,7.409,13.327,179.788,80.118,536.818
357.760,9.347,7.384,13.459,179.888,79.306,537.648
358.292,9.057,7.397,13.457,179.907,80.090,538.198
358.070,9.302,7.287,13.329,179.986,79.957,538.055
357.713,9.467,7.522,13.502,179.917,80.367,537.630
357.741,9.258,7.451,13.520,179.883,80.141,537.625
357.358,9.247,7.504,13.392,179.821,80.103,537.179
358.116,9.452,7.516,13.429,179.791,79.835,537.907
357.960,9.434,7.283,13.507,179.960,79.573,537.920
358.241,9.522,7.546,13.422,179.873,80.391,538.114
357.809,9.180,7.399,13.545,179.924,80.291,537.734
357.737,9.138,7.395,13.424,179.887,81.031,537.624
