rx,tx
39.867,31.746
39.872,34.231
39.866,34.150
39.866,34.212
39.867,34.220
39.862,33.836
39.866,34.206
39.866,34.088
39.863,34.045
39.862,34.202
39.863,34.206
39.864,34.242
39.866,34.045
39.865,34.199
39.864,34.193
39.864,34.218
39.866,34.205
39.865,34.216
39.862,31.924
39.866,34.329
39.863,34.180
39.868,34.315
39.865,34.301
39.559,33.280
39.868,34.303
39.861,34.300
39.867,33.968
39.865,34.077
39.865,34.077
39.864,33.331
39.863,34.054
39.865,34.056
39.861,34.035
39.865,34.021
39.862,34.043
39.861,34.046
39.867,34.066
39.866,34.071
39.686,33.468
39.866,34.039
39.868,34.094
39.861,34.048
39.867,33.915
39.866,34.067
39.865,34.034
39.866,34.041
39.865,34.052
39.866,34.041
39.686,33.440
39.865,34.024
39.865,34.013
39.866,34.066
39.863,34.041
39.864,33.883
39.866,34.073
39.862,33.329
39.867,34.036
39.862,34.037
39.864,34.048
39.865,34.079
39.866,34.045
39.866,34.039
39.866,33.889
39.865,34.052
39.865,34.056
39.862,34.036
39.861,34.024
39.866,34.043
39.683,33.427
39.866,34.046
39.865,34.032
39.866,33.598
39.865,34.045
39.865,34.028
39.866,34.045
39.866,34.007
39.866,34.013
39.868,33.989
39.867,34.032
39.864,34.052
39.861,33.870
39.865,34.023
39.866,34.045
39.861,34.043
39.862,34.009
39.865,34.015
39.862,33.400
39.867,33.665
39.867,34.071
39.865,34.039
39.866,34.058
39.868,34.058
39.867,34.032
39.868,34.052
39.867,33.898
39.866,33.585
39.868,34.024
39.862,34.041
39.868,34.045
39.867,33.998
39.863,34.054
39.866,34.049
39.865,34.054
39.863,34.064
39.862,34.033
39.865,34.038
39.862,34.048
39.864,33.449
39.867,34.032
39.866,34.036
39.864,34.037
39.865,34.039
39.861,34.044
39.866,33.979
39.864,34.038
39.863,34.030
39.861,34.007
39.862,34.022
39.863,34.062
39.862,34.028
39.864,34.048
39.861,34.005
39.865,33.953
39.866,34.047
39.865,34.038
39.862,34.024
39.865,34.021
39.676,33.408
39.866,34.009
39.864,34.020
39.863,34.013
39.866,34.006
39.864,34.011
39.867,34.032
39.862,33.994
39.865,33.998
39.865,33.998
39.862,34.032
39.861,33.988
39.866,34.009
39.866,34.002
39.862,33.890
39.866,34.030
39.866,34.035
39.866,34.010
39.866,33.999
39.865,34.030
39.868,32.212
39.867,34.216
39.867,34.270
39.861,34.208
39.862,34.239
39.865,34.246
39.814,34.099
39.865,33.996
39.865,34.020
39.865,34.017
39.869,33.970
39.867,33.895
39.868,34.011
39.866,33.996
39.867,34.011
39.867,34.009
39.869,34.039
39.865,34.002
39.867,34.016
39.867,34.002
39.867,33.996
39.866,34.020
39.867,34.017
39.867,34.011
39.864,33.987
39.863,34.024
39.866,34.005
39.863,34.005
39.863,34.003
39.561,33.029
39.864,34.047
39.866,34.035
39.868,34.043
39.862,34.009
39.865,34.041
39.865,34.034
39.865,34.039
39.864,34.030
39.864,34.016
39.868,34.036
39.867,33.883
39.864,34.048
39.864,34.030
39.861,34.036
39.862,34.037
39.866,34.026
39.862,34.024
39.865,34.007
39.864,34.036
39.865,34.039
39.864,34.058
39.867,34.010
39.838,34.018
39.865,34.047
39.865,34.015
39.864,34.029
39.864,34.021
39.865,34.022
39.863,34.019
39.863,34.020
39.865,34.032
39.861,34.034
39.864,34.026
39.865,34.034
39.865,34.041
39.865,34.020
39.864,34.036
39.865,34.043
39.861,34.024
39.864,34.051
39.863,34.034
39.862,33.990
39.866,33.966
39.865,34.047
39.865,34.024
39.864,34.015
39.865,34.040
39.864,34.018
39.863,34.023
39.865,34.031
39.863,34.041
39.864,34.030
39.863,34.009
39.865,34.062
39.865,34.030
39.865,34.039
39.862,34.039
39.862,34.011
39.866,34.034
39.866,33.404
39.865,34.028
39.864,34.005
39.868,34.007
39.861,34.003
39.868,33.987
39.865,34.000
39.866,34.028
39.861,34.002
39.861,34.002
39.862,33.990
39.866,34.022
39.865,34.022
39.865,34.024
39.862,33.998
39.862,34.002
39.866,34.007
39.865,34.009
39.865,34.007
39.862,34.005
39.861,34.002
39.866,34.002
39.866,34.005
39.863,33.992
39.865,34.020
39.864,33.955
39.867,34.039
39.866,33.981
39.867,34.019
39.866,33.990
39.866,34.024
39.866,33.998
39.864,33.992
39.864,34.024
39.864,33.972
39.863,34.000
39.865,33.981
39.865,34.025
39.866,34.003
39.867,33.992
39.866,34.025
39.865,34.001
39.866,33.998
39.866,34.011
39.867,34.009
39.867,34.015
39.866,34.015
39.866,33.985
39.867,34.034
39.862,34.005
39.862,32.404
39.867,33.437
39.866,34.185
39.864,34.195
39.866,34.186
39.863,34.161
39.863,34.186
39.871,34.025
39.866,34.156
39.866,34.210
39.863,34.176
39.861,34.180
39.865,34.175
39.868,32.508
