rx,tx
39.824,23.718
39.872,25.245
39.863,25.277
39.862,25.347
39.865,25.215
39.862,25.302
39.866,25.320
39.863,25.292
39.822,25.281
39.866,25.411
39.867,25.373
39.867,25.279
39.863,25.322
39.864,25.687
39.812,30.707
39.867,30.575
39.834,30.562
39.866,30.550
39.864,30.551
39.864,30.530
39.566,29.671
39.869,25.247
39.862,25.221
39.868,25.174
39.867,25.243
39.865,24.693
39.865,25.189
39.865,25.219
39.865,25.181
39.867,24.862
39.866,25.104
39.866,24.787
39.869,25.219
39.865,25.223
39.866,25.155
39.865,25.260
39.862,25.228
39.865,25.195
39.863,24.789
39.866,25.187
39.864,25.146
39.865,25.195
39.828,25.146
39.867,25.176
39.864,25.189
39.866,25.110
39.864,25.219
39.867,24.804
39.862,25.191
39.862,25.163
39.867,25.140
39.865,25.223
39.866,25.133
39.864,25.112
39.864,25.097
39.865,25.215
39.865,25.172
39.863,25.195
39.867,25.200
39.867,24.494
39.866,25.181
39.864,25.187
39.861,25.167
39.862,25.174
39.865,25.114
39.865,25.177
39.866,25.095
39.866,25.185
39.864,25.142
39.866,25.178
39.867,25.140
39.866,25.129
39.865,24.424
39.863,25.180
39.865,25.155
39.866,25.185
39.864,25.210
39.870,25.191
39.864,25.193
39.868,25.127
39.864,25.159
39.865,25.123
39.866,25.148
39.865,25.125
39.865,25.170
39.865,25.129
39.865,25.172
39.864,25.142
39.866,25.204
39.862,27.092
39.866,30.396
39.866,30.359
39.868,30.380
39.861,30.372
39.865,30.370
39.864,30.378
39.866,30.398
39.864,30.391
39.863,30.374
39.866,30.397
39.864,30.382
39.864,30.342
39.867,30.415
39.863,30.385
39.864,30.391
39.865,30.393
39.867,30.378
39.862,30.357
39.865,30.380
39.865,30.402
39.865,30.391
39.864,30.408
39.865,26.602
39.862,25.195
39.865,25.195
39.865,25.189
39.865,25.172
39.866,25.142
39.866,25.176
39.866,25.170
39.867,25.119
39.864,25.185
39.866,25.172
39.866,25.155
39.866,25.123
39.864,25.146
39.866,25.153
39.867,25.031
39.867,25.106
39.866,25.159
39.863,25.144
39.863,25.174
39.864,25.202
39.868,24.400
39.866,25.202
39.863,25.110
39.864,25.142
39.864,25.148
39.865,25.142
39.865,25.132
39.866,25.140
39.865,25.147
39.863,25.116
39.866,25.170
39.863,25.142
39.866,25.170
39.865,25.129
39.865,25.129
39.865,25.146
39.865,25.125
39.864,25.099
39.865,25.148
39.864,25.172
39.865,25.104
39.865,25.151
39.565,24.430
39.862,25.176
39.862,25.144
39.868,25.170
39.864,25.153
39.864,25.170
39.866,25.178
39.867,25.151
39.865,25.172
39.866,25.187
39.866,25.194
39.867,25.125
39.865,25.189
39.867,25.148
39.863,25.183
39.867,25.116
39.865,25.172
39.867,25.106
39.863,28.381
39.865,30.365
39.866,30.368
39.865,30.368
39.866,30.380
39.865,30.406
39.866,30.382
39.862,30.361
39.864,30.400
39.864,26.301
39.868,25.042
39.868,25.084
39.866,25.163
39.865,25.151
39.866,25.170
39.864,25.157
39.865,25.144
39.863,25.123
39.864,25.133
39.862,25.198
39.865,25.172
39.868,25.155
39.865,25.152
39.868,25.142
39.865,25.189
39.865,25.198
39.865,25.125
39.868,25.101
39.863,25.187
39.866,25.176
39.865,25.163
39.865,25.157
39.866,25.140
39.865,25.140
39.865,25.144
39.865,25.157
39.865,25.136
39.866,25.172
39.868,25.161
39.865,25.176
39.866,25.178
39.865,25.206
39.866,25.185
39.868,25.179
39.865,25.168
39.866,25.151
39.868,25.170
39.867,25.146
39.870,25.193
39.866,25.157
39.866,25.225
39.868,25.157
39.868,25.119
39.867,25.187
39.869,25.223
39.864,25.161
39.869,25.228
39.870,25.181
39.868,25.148
39.868,25.181
39.867,25.127
39.567,25.454
39.866,30.372
39.870,30.382
39.868,30.366
39.868,30.393
39.867,30.387
39.866,30.397
39.868,30.385
39.867,30.387
39.867,30.378
39.866,30.397
39.864,30.391
39.868,30.374
39.867,30.387
39.868,30.395
39.868,30.382
39.866,30.376
39.865,30.378
39.868,30.370
39.866,30.361
39.867,30.393
39.868,30.391
39.862,30.372
39.867,30.380
39.863,30.393
39.865,30.387
39.870,30.387
39.865,30.378
39.867,30.384
39.866,30.412
39.865,30.361
39.865,30.398
39.868,30.425
39.867,30.348
39.865,30.350
39.867,30.335
39.867,30.349
39.866,30.350
39.866,30.346
39.867,30.357
39.868,30.352
39.867,30.351
39.869,30.359
39.865,30.359
39.862,30.355
39.864,30.344
39.865,30.355
39.865,30.363
39.866,30.369
39.863,30.255
39.865,30.333
39.865,30.344
39.862,30.346
39.863,30.340
39.865,30.331
39.865,30.331
39.865,30.335
39.865,30.342
39.864,30.351
39.868,30.338
39.864,30.323
39.865,30.327
39.867,30.352
39.866,30.340
39.868,29.838
39.869,30.329
