rx,tx
39.391,8.863
39.404,9.360
39.394,9.338
39.397,9.344
39.392,9.338
39.394,9.340
38.774,9.306
36.943,9.331
36.949,9.297
36.938,9.324
36.916,9.308
36.896,9.331
36.825,9.318
36.882,9.327
36.890,9.293
36.891,9.320
36.851,9.311
36.884,9.318
36.888,9.313
36.886,9.322
36.637,9.060
36.896,9.313
36.885,9.308
36.891,9.324
36.886,9.315
36.888,9.048
36.892,9.313
36.896,9.308
36.888,9.308
36.887,9.313
36.892,9.162
36.895,9.320
36.896,9.306
36.885,9.304
36.886,9.313
36.891,9.306
36.881,9.318
36.737,9.168
36.886,9.299
36.885,9.311
36.892,9.304
36.859,9.304
36.884,9.313
36.893,9.306
36.883,9.315
36.901,9.306
36.900,9.299
36.896,9.173
36.884,9.308
36.889,9.306
36.881,9.306
36.896,9.318
36.886,9.302
36.897,9.306
36.898,9.311
36.893,9.308
36.888,9.304
36.892,9.306
36.883,9.157
36.896,9.306
36.897,9.299
36.878,9.304
36.898,9.315
36.895,9.311
36.894,9.297
36.904,9.299
36.890,9.295
36.895,9.306
36.896,9.293
36.904,9.306
36.893,9.299
36.904,9.306
36.876,9.157
36.897,9.302
36.904,9.304
36.884,9.308
36.905,9.297
36.890,9.299
36.891,9.306
36.890,9.306
36.883,9.306
36.953,11.059
36.949,11.590
36.956,11.588
36.953,11.585
36.953,11.585
36.960,11.585
36.956,11.579
36.963,11.576
36.964,11.581
36.957,11.581
36.963,11.585
36.951,11.576
36.937,11.330
36.966,11.565
36.969,11.567
36.963,11.565
36.966,11.567
36.974,11.569
36.962,11.567
36.960,11.567
36.952,11.565
36.972,11.569
36.970,11.567
36.966,11.567
36.965,11.569
36.957,11.572
36.965,11.569
36.880,11.538
36.971,11.576
36.961,11.576
36.965,11.576
36.972,11.576
36.965,11.567
36.960,11.567
36.950,11.567
36.966,11.569
36.964,11.565
36.970,11.569
36.948,11.567
36.955,11.574
36.960,11.567
36.976,11.567
36.969,11.567
36.939,11.316
36.968,11.579
36.970,11.576
36.974,11.576
36.964,11.579
36.969,11.576
36.963,11.576
36.965,11.579
36.964,11.581
36.966,11.576
36.975,11.579
36.961,11.576
36.963,11.581
36.963,11.581
36.922,11.558
36.974,11.567
36.970,11.574
36.973,11.569
36.973,11.567
36.965,11.567
36.976,11.567
36.966,11.571
36.972,11.565
36.966,11.567
36.991,11.569
36.970,11.569
36.967,11.569
36.963,11.567
36.965,11.567
36.970,11.567
36.965,11.567
36.965,11.576
36.976,11.572
36.961,11.572
36.959,11.576
36.954,9.736
36.881,9.306
36.873,9.306
36.886,9.302
36.873,9.313
36.875,9.306
36.885,9.306
37.473,9.299
39.396,9.306
39.392,9.308
39.390,9.311
39.398,9.302
39.394,9.304
39.401,9.302
39.393,9.315
39.394,9.308
39.396,9.311
39.393,9.306
39.396,9.318
39.394,9.302
39.398,9.306
39.397,9.299
39.396,9.304
39.394,9.308
39.399,9.306
39.395,9.304
39.397,9.304
39.397,9.308
39.397,9.304
39.393,9.299
39.398,9.304
39.399,9.304
39.395,9.306
39.397,9.306
39.391,9.302
39.390,9.162
39.396,9.306
39.394,9.306
39.397,9.306
39.398,9.306
39.397,9.315
39.396,9.311
39.395,9.306
39.395,9.306
39.393,9.311
39.401,9.315
39.396,9.306
39.395,9.306
39.397,9.308
39.394,9.306
39.395,9.304
39.396,9.306
39.391,9.315
39.396,9.311
39.393,9.306
39.392,9.308
39.394,9.304
39.394,9.302
39.396,9.297
39.399,9.293
39.398,9.302
39.399,9.299
39.398,9.304
39.394,9.304
39.401,9.302
39.397,9.281
39.397,9.306
39.395,9.306
39.395,9.315
39.397,9.306
39.399,9.306
39.396,9.308
39.400,9.311
39.398,9.308
39.398,9.311
39.397,9.315
39.397,9.311
39.397,9.306
39.398,9.306
39.393,9.308
39.399,9.306
39.396,9.306
39.396,9.306
39.393,9.304
39.392,9.306
39.395,9.299
39.399,9.299
39.391,9.295
39.395,9.306
39.397,9.304
39.393,9.299
39.395,9.288
39.398,9.304
39.399,9.297
39.393,9.308
39.397,9.299
39.403,9.306
39.395,9.302
39.395,9.297
39.395,9.306
39.396,9.306
39.395,8.956
39.391,9.295
39.392,9.290
39.392,9.297
39.388,9.293
39.396,9.293
39.394,9.286
39.393,9.299
39.390,9.288
39.395,9.297
39.395,9.295
37.847,9.281
36.894,9.295
36.895,9.295
36.892,9.299
36.890,9.297
36.904,9.299
36.885,9.297
36.893,9.293
36.900,9.306
36.904,9.293
36.890,9.306
36.886,9.293
36.902,9.304
36.902,9.299
36.892,9.302
36.899,9.295
36.894,9.297
36.904,9.286
36.900,9.288
36.902,9.290
36.900,9.286
36.902,9.288
36.891,9.288
36.899,9.302
36.901,9.293
36.910,9.293
36.902,9.293
36.899,9.308
36.903,9.290
